txn_id,txn_date,txn_amount,merchant_category,fraud_score,fraud_probability,decision_flag,is_fraud
TXN0000377,2025-04-23,28.3,travel,313,0.005646,APPROVED,0
TXN0000378,2025-01-22,18.4,grocery,399,0.012099,APPROVED,0
TXN0000379,2025-01-23,62.7,travel,556,0.047506,APPROVED,0
TXN0000380,2025-03-31,54.9,crypto,570,0.053572,APPROVED,0
TXN0000381,2025-04-01,18.79,electronics,351,0.007924,APPROVED,0
TXN0000382,2025-06-16,75.79,travel,380,0.010251,APPROVED,0
TXN0000383,2025-06-28,18.8,electronics,366,0.009039,APPROVED,0
TXN0000384,2025-06-02,226.63,fashion,412,0.013658,APPROVED,0
TXN0000385,2025-01-14,214.63,travel,470,0.022612,APPROVED,0
TXN0000386,2025-04-14,219.91,crypto,528,0.037595,APPROVED,0
TXN0000387,2025-05-29,39.59,gaming,431,0.01607,APPROVED,0
TXN0000388,2025-04-04,117.45,crypto,631,0.089017,APPROVED,0
TXN0000389,2025-03-29,57.67,travel,429,0.015785,APPROVED,0
TXN0000390,2025-01-09,43.48,electronics,372,0.009532,APPROVED,0
TXN0000391,2025-06-26,45.92,grocery,404,0.012672,APPROVED,0
TXN0000392,2025-03-31,15.96,crypto,646,0.100645,APPROVED,0
TXN0000393,2025-06-04,13.62,fashion,548,0.044288,APPROVED,0
TXN0000394,2025-04-01,159.77,electronics,491,0.027214,APPROVED,0
TXN0000395,2025-01-12,54.04,fashion,534,0.039294,APPROVED,0
TXN0000396,2025-02-07,84.61,crypto,739,0.204094,BLOCKED,0
TXN0000397,2025-04-26,200.71,crypto,640,0.095963,APPROVED,0
TXN0000398,2025-02-15,9.91,fashion,255,0.00339,APPROVED,0
TXN0000399,2025-06-04,28.15,gaming,561,0.049684,APPROVED,1
TXN0000400,2025-03-10,80.87,gaming,798,0.303191,BLOCKED,1
TXN0000401,2025-02-20,102.65,grocery,536,0.040052,APPROVED,0
TXN0000402,2025-03-03,44.05,electronics,676,0.127631,APPROVED,0
TXN0000403,2025-05-07,206.87,fashion,643,0.097653,APPROVED,0
TXN0000404,2025-02-13,84.05,electronics,425,0.015305,APPROVED,0
TXN0000405,2025-02-15,17.55,grocery,441,0.017604,APPROVED,0
TXN0000406,2025-06-18,23.95,crypto,523,0.035717,APPROVED,0
TXN0000407,2025-02-06,161.74,grocery,550,0.045308,APPROVED,0
TXN0000408,2025-03-13,111.08,grocery,522,0.035564,APPROVED,0
TXN0000409,2025-03-01,8.26,crypto,868,0.447218,BLOCKED,0
TXN0000410,2025-03-02,293.68,travel,496,0.028334,APPROVED,0
TXN0000411,2025-02-22,128.74,crypto,382,0.010467,APPROVED,0
TXN0000412,2025-01-22,292.27,crypto,544,0.042833,APPROVED,0
TXN0000413,2025-06-23,43.73,grocery,392,0.01139,APPROVED,0
TXN0000414,2025-06-26,48.17,travel,459,0.020564,APPROVED,0
TXN0000415,2025-02-12,19.32,electronics,210,0.002274,APPROVED,0
TXN0000416,2025-06-15,1086.4,crypto,594,0.065459,APPROVED,0
TXN0000417,2025-03-18,54.98,electronics,708,0.162844,APPROVED,0
TXN0000418,2025-05-24,382.33,electronics,433,0.016409,APPROVED,0
TXN0000419,2025-03-29,32.72,gaming,441,0.0176,APPROVED,0
TXN0000420,2025-02-28,79.86,grocery,528,0.037578,APPROVED,0
TXN0000421,2025-05-05,10.61,fashion,540,0.041344,APPROVED,0
TXN0000422,2025-03-16,43.77,fashion,414,0.013831,APPROVED,0
TXN0000423,2025-06-24,196.79,electronics,418,0.014402,APPROVED,0
TXN0000424,2025-06-16,16.83,electronics,414,0.013843,APPROVED,0
TXN0000425,2025-04-21,216.9,grocery,490,0.026914,APPROVED,0
TXN0000426,2025-04-22,96.64,electronics,624,0.084095,APPROVED,0
TXN0000427,2025-06-04,21.15,grocery,467,0.022148,APPROVED,0
TXN0000428,2025-06-09,38.41,fashion,475,0.023713,APPROVED,0
TXN0000429,2025-01-24,40.25,fashion,394,0.011591,APPROVED,0
TXN0000430,2025-01-20,63.15,fashion,521,0.035165,APPROVED,0
TXN0000431,2025-04-30,36.97,electronics,416,0.014131,APPROVED,0
TXN0000432,2025-06-15,26.84,travel,639,0.09462,APPROVED,0
TXN0000433,2025-02-01,47.7,gaming,712,0.167364,APPROVED,0
TXN0000434,2025-06-01,21.55,electronics,357,0.008367,APPROVED,0
TXN0000435,2025-06-06,16.14,grocery,377,0.009962,APPROVED,0
TXN0000436,2025-04-14,63.24,electronics,358,0.008463,APPROVED,0
TXN0000437,2025-04-18,176.12,crypto,667,0.119081,APPROVED,0
TXN0000438,2025-04-28,12.4,electronics,468,0.022225,APPROVED,0
TXN0000439,2025-01-25,66.94,grocery,440,0.017388,APPROVED,0
TXN0000440,2025-02-15,32.62,grocery,500,0.029307,APPROVED,0
TXN0000441,2025-06-03,22.76,fashion,416,0.014079,REVIEW,0
TXN0000442,2025-04-17,170.51,crypto,471,0.022917,APPROVED,0
TXN0000443,2025-04-05,37.71,fashion,472,0.022994,APPROVED,0
TXN0000444,2025-05-04,346.59,travel,520,0.034968,APPROVED,0
TXN0000445,2025-03-29,28.28,electronics,247,0.003145,APPROVED,0
TXN0000446,2025-06-18,102.02,fashion,487,0.026192,APPROVED,0
TXN0000447,2025-01-15,51.93,crypto,640,0.095585,APPROVED,0
TXN0000448,2025-05-04,29.1,electronics,458,0.020417,APPROVED,0
TXN0000449,2025-06-13,127.29,fashion,137,0.001182,APPROVED,0
TXN0000450,2025-04-05,56.23,electronics,464,0.021558,APPROVED,0
TXN0000451,2025-04-03,129.48,grocery,270,0.003857,APPROVED,0
TXN0000452,2025-06-11,63.31,grocery,243,0.003051,APPROVED,0
TXN0000453,2025-06-05,20.2,fashion,606,0.072322,APPROVED,0
TXN0000454,2025-03-08,59.6,crypto,569,0.053117,APPROVED,0
TXN0000455,2025-01-14,70.61,fashion,443,0.017893,APPROVED,0
TXN0000456,2025-06-22,191.39,grocery,561,0.049805,APPROVED,0
TXN0000457,2025-05-03,24.61,fashion,651,0.104797,APPROVED,0
TXN0000458,2025-06-20,63.86,grocery,491,0.027097,APPROVED,0
TXN0000459,2025-03-09,10.03,grocery,575,0.055992,APPROVED,0
TXN0000460,2025-04-22,136.54,grocery,269,0.003848,APPROVED,0
TXN0000461,2025-04-07,20.29,grocery,308,0.005437,APPROVED,0
TXN0000462,2025-03-07,9.14,travel,593,0.065165,APPROVED,0
TXN0000463,2025-04-23,62.48,travel,407,0.013024,APPROVED,0
TXN0000464,2025-03-24,225.03,electronics,414,0.013847,APPROVED,0
TXN0000465,2025-05-29,12.47,grocery,627,0.086149,APPROVED,0
TXN0000466,2025-02-08,20.15,travel,422,0.014813,APPROVED,0
TXN0000467,2025-06-16,29.44,gaming,745,0.212091,BLOCKED,1
TXN0000468,2025-04-23,19.25,gaming,655,0.108094,APPROVED,0
TXN0000469,2025-01-31,101.23,travel,550,0.045116,APPROVED,0
TXN0000470,2025-01-10,27.44,fashion,521,0.035229,APPROVED,0
TXN0000471,2025-06-04,30.15,crypto,657,0.109529,APPROVED,0
TXN0000472,2025-05-02,126.68,grocery,552,0.045941,APPROVED,0
TXN0000473,2025-01-22,29.05,grocery,478,0.02424,APPROVED,0
TXN0000474,2025-06-05,107.35,grocery,550,0.045305,APPROVED,0
TXN0000475,2025-01-02,22.91,fashion,440,0.017468,APPROVED,0
TXN0000476,2025-02-27,17.58,crypto,631,0.08923,APPROVED,0
TXN0000477,2025-02-24,8.86,electronics,564,0.050795,APPROVED,0
TXN0000478,2025-04-12,516.63,crypto,497,0.028757,APPROVED,0
TXN0000479,2025-02-21,46.89,fashion,490,0.026996,APPROVED,0
TXN0000480,2025-06-04,87.21,gaming,590,0.063345,APPROVED,0
TXN0000481,2025-05-19,64.45,fashion,448,0.018718,APPROVED,0
TXN0000482,2025-03-02,79.52,gaming,531,0.038269,APPROVED,0
TXN0000483,2025-04-11,70.43,travel,250,0.003243,APPROVED,0
TXN0000484,2025-01-18,544.05,fashion,438,0.017083,APPROVED,0
TXN0000485,2025-03-11,21.27,travel,390,0.011203,APPROVED,0
TXN0000486,2025-01-28,12.02,grocery,602,0.070063,APPROVED,1
TXN0000487,2025-05-23,21.91,fashion,413,0.013678,APPROVED,0
TXN0000488,2025-02-08,15.36,travel,334,0.006829,APPROVED,0
TXN0000489,2025-06-18,151.66,electronics,521,0.035287,APPROVED,0
TXN0000490,2025-05-14,164.42,gaming,429,0.015767,APPROVED,0
TXN0000491,2025-04-26,23.16,gaming,945,0.616479,BLOCKED,0
TXN0000492,2025-03-18,14.45,fashion,366,0.009056,APPROVED,0
TXN0000493,2025-04-28,45.14,travel,510,0.032138,REVIEW,0
TXN0000494,2025-03-14,308.04,fashion,610,0.074785,APPROVED,0
TXN0000495,2025-06-05,3.0,electronics,589,0.06301,APPROVED,0
TXN0000496,2025-05-27,119.02,fashion,250,0.003243,APPROVED,0
TXN0000497,2025-02-22,20.42,grocery,688,0.139676,APPROVED,0
TXN0000498,2025-06-19,209.43,fashion,582,0.059412,APPROVED,0
TXN0000499,2025-06-29,20.37,grocery,527,0.036981,APPROVED,0
TXN0000500,2025-02-01,48.72,travel,410,0.01337,APPROVED,0
TXN0000501,2025-02-01,12.72,fashion,408,0.013094,APPROVED,0
TXN0000502,2025-01-03,22.76,grocery,538,0.040789,APPROVED,0
TXN0000503,2025-01-09,306.26,fashion,714,0.170484,APPROVED,1
TXN0000504,2025-01-19,164.45,grocery,614,0.077185,APPROVED,0
TXN0000505,2025-05-29,42.87,electronics,664,0.116007,APPROVED,0
TXN0000506,2025-05-20,25.61,grocery,431,0.016094,APPROVED,0
TXN0000507,2025-02-01,8.3,fashion,609,0.074401,APPROVED,0
TXN0000508,2025-05-16,43.25,crypto,509,0.03177,APPROVED,0
TXN0000509,2025-03-02,64.46,gaming,414,0.013852,APPROVED,0
TXN0000510,2025-03-09,60.8,electronics,384,0.010586,APPROVED,0
TXN0000511,2025-04-03,60.15,fashion,432,0.016267,APPROVED,0
TXN0000512,2025-04-21,19.41,travel,389,0.011098,APPROVED,0
TXN0000513,2025-01-21,62.0,fashion,457,0.020261,APPROVED,0
TXN0000514,2025-06-11,63.91,grocery,464,0.021541,APPROVED,0
TXN0000515,2025-03-18,275.78,travel,750,0.220467,BLOCKED,1
TXN0000516,2025-03-23,519.78,grocery,673,0.124262,APPROVED,0
TXN0000517,2025-03-05,57.36,grocery,420,0.01457,APPROVED,0
TXN0000518,2025-05-27,28.7,fashion,599,0.068281,APPROVED,0
TXN0000519,2025-01-16,62.09,fashion,399,0.012099,APPROVED,0
TXN0000520,2025-01-07,34.18,fashion,390,0.011196,APPROVED,0
TXN0000521,2025-04-19,29.47,grocery,306,0.005312,APPROVED,0
TXN0000522,2025-06-06,62.52,fashion,599,0.068161,APPROVED,1
TXN0000523,2025-03-23,21.17,travel,448,0.018684,APPROVED,0
TXN0000524,2025-02-07,129.89,fashion,460,0.020665,APPROVED,1
TXN0000525,2025-01-29,59.48,grocery,354,0.008135,APPROVED,0
TXN0000526,2025-03-22,87.8,grocery,645,0.099893,APPROVED,0
TXN0000527,2025-05-22,54.53,electronics,587,0.061677,APPROVED,0
TXN0000528,2025-06-23,29.96,grocery,494,0.027873,APPROVED,0
TXN0000529,2025-03-15,23.51,travel,330,0.006586,APPROVED,0
TXN0000530,2025-03-09,51.37,grocery,393,0.011482,APPROVED,0
TXN0000531,2025-01-05,36.47,electronics,513,0.032805,APPROVED,0
TXN0000532,2025-06-03,86.25,fashion,609,0.074324,REVIEW,0
TXN0000533,2025-06-08,66.36,gaming,562,0.049942,REVIEW,0
TXN0000534,2025-02-01,14.9,grocery,444,0.018006,APPROVED,0
TXN0000535,2025-03-15,71.8,electronics,527,0.037075,APPROVED,0
TXN0000536,2025-01-31,15.22,fashion,402,0.012416,APPROVED,0
TXN0000537,2025-01-17,33.85,electronics,441,0.017504,APPROVED,0
TXN0000538,2025-05-25,48.24,gaming,695,0.146921,APPROVED,0
TXN0000539,2025-02-22,6.8,electronics,557,0.048051,APPROVED,0
TXN0000540,2025-06-08,73.75,grocery,592,0.064347,APPROVED,0
TXN0000541,2025-02-15,78.73,grocery,621,0.081938,APPROVED,0
TXN0000542,2025-01-30,56.05,electronics,591,0.064098,APPROVED,0
TXN0000543,2025-01-08,41.81,travel,164,0.001508,APPROVED,0
TXN0000544,2025-03-10,44.21,travel,408,0.013162,APPROVED,0
TXN0000545,2025-03-01,22.78,fashion,410,0.013418,APPROVED,0
TXN0000546,2025-02-23,49.57,crypto,834,0.374365,BLOCKED,0
TXN0000547,2025-01-31,36.31,grocery,787,0.281934,BLOCKED,0
TXN0000548,2025-01-17,73.76,gaming,781,0.270675,BLOCKED,0
TXN0000549,2025-02-08,17.73,electronics,500,0.029465,APPROVED,0
TXN0000550,2025-04-25,86.41,grocery,467,0.022055,APPROVED,0
TXN0000551,2025-05-02,78.06,grocery,586,0.061229,APPROVED,0
TXN0000552,2025-01-18,57.07,travel,520,0.034911,APPROVED,0
TXN0000553,2025-01-29,41.14,gaming,708,0.162648,APPROVED,0
TXN0000554,2025-04-19,122.43,fashion,298,0.004974,APPROVED,0
TXN0000555,2025-01-04,10.69,electronics,678,0.129633,APPROVED,0
TXN0000556,2025-03-17,110.66,travel,300,0.005057,APPROVED,0
TXN0000557,2025-02-02,87.12,gaming,682,0.133028,APPROVED,0
TXN0000558,2025-06-18,91.08,crypto,578,0.05724,APPROVED,0
TXN0000559,2025-02-23,101.66,fashion,623,0.083304,APPROVED,0
TXN0000560,2025-03-08,32.49,gaming,447,0.018489,APPROVED,0
TXN0000561,2025-01-30,50.13,crypto,634,0.09079,APPROVED,0
TXN0000562,2025-03-21,134.39,fashion,291,0.004672,APPROVED,0
TXN0000563,2025-04-18,107.09,fashion,426,0.015354,APPROVED,0
TXN0000564,2025-05-04,83.71,travel,664,0.115727,APPROVED,0
TXN0000565,2025-06-08,12.61,grocery,293,0.004747,APPROVED,0
TXN0000566,2025-01-31,120.5,fashion,512,0.032627,APPROVED,0
TXN0000567,2025-05-30,241.39,crypto,623,0.083523,APPROVED,0
TXN0000568,2025-05-04,202.48,travel,309,0.005453,APPROVED,0
TXN0000569,2025-03-26,86.25,grocery,533,0.038956,APPROVED,0
TXN0000570,2025-06-06,12.02,electronics,624,0.084064,APPROVED,0
TXN0000571,2025-05-22,188.07,fashion,410,0.013417,APPROVED,0
TXN0000572,2025-04-10,56.71,grocery,586,0.061399,APPROVED,0
TXN0000573,2025-05-23,4.11,gaming,585,0.060594,APPROVED,0
TXN0000574,2025-04-26,100.98,travel,520,0.034814,APPROVED,0
TXN0000575,2025-04-25,12.92,fashion,318,0.005934,APPROVED,0
TXN0000576,2025-01-27,16.02,fashion,506,0.030959,APPROVED,0
TXN0000577,2025-05-25,33.17,grocery,652,0.105224,APPROVED,0
TXN0000578,2025-01-08,270.39,electronics,312,0.005636,APPROVED,0
TXN0000579,2025-03-10,44.35,grocery,457,0.020297,APPROVED,0
TXN0000580,2025-02-11,89.85,fashion,411,0.01346,APPROVED,0
TXN0000581,2025-05-15,456.12,electronics,272,0.003924,APPROVED,0
TXN0000582,2025-04-21,385.07,electronics,268,0.003793,APPROVED,0
TXN0000583,2025-04-05,59.52,grocery,557,0.047912,APPROVED,1
TXN0000584,2025-03-17,51.13,travel,309,0.00547,APPROVED,0
TXN0000585,2025-05-13,16.66,gaming,759,0.233822,BLOCKED,0
TXN0000586,2025-02-28,31.07,gaming,736,0.199356,BLOCKED,0
TXN0000587,2025-05-14,106.47,crypto,562,0.049991,APPROVED,0
TXN0000588,2025-06-26,103.06,gaming,464,0.021415,APPROVED,0
TXN0000589,2025-01-12,75.28,fashion,162,0.001478,APPROVED,0
TXN0000590,2025-05-04,199.19,electronics,401,0.0124,APPROVED,0
TXN0000591,2025-05-31,28.51,gaming,487,0.026165,APPROVED,0
TXN0000592,2025-03-22,62.7,fashion,496,0.028488,APPROVED,0
TXN0000593,2025-01-07,149.06,fashion,477,0.02409,APPROVED,0
TXN0000594,2025-01-29,126.79,fashion,235,0.002826,APPROVED,0
TXN0000595,2025-03-18,216.6,gaming,751,0.222211,BLOCKED,0
TXN0000596,2025-03-24,103.21,travel,496,0.028393,APPROVED,0
TXN0000597,2025-04-17,47.45,fashion,556,0.047534,APPROVED,0
TXN0000598,2025-03-01,99.33,grocery,509,0.031753,APPROVED,0
TXN0000599,2025-05-29,22.13,travel,479,0.024533,APPROVED,0
TXN0000600,2025-01-03,10.99,travel,393,0.011498,APPROVED,0
TXN0000601,2025-01-11,126.31,electronics,305,0.005285,APPROVED,0
TXN0000602,2025-01-27,62.76,grocery,256,0.003423,APPROVED,0
TXN0000603,2025-05-01,93.62,grocery,375,0.009858,APPROVED,0
TXN0000604,2025-02-01,10.3,grocery,544,0.042866,APPROVED,0
TXN0000605,2025-03-04,44.63,gaming,586,0.061106,APPROVED,0
TXN0000606,2025-05-13,34.47,fashion,427,0.015484,APPROVED,0
TXN0000607,2025-01-08,25.77,fashion,534,0.039311,APPROVED,0
TXN0000608,2025-05-29,5.58,crypto,636,0.092409,APPROVED,0
TXN0000609,2025-03-01,46.14,travel,332,0.006709,APPROVED,0
TXN0000610,2025-01-26,178.94,grocery,360,0.008605,APPROVED,0
TXN0000611,2025-04-26,101.4,electronics,437,0.016975,APPROVED,0
TXN0000612,2025-03-24,34.43,grocery,490,0.027026,APPROVED,0
TXN0000613,2025-01-15,65.6,crypto,655,0.107939,APPROVED,0
TXN0000614,2025-04-20,153.31,electronics,368,0.009196,APPROVED,0
TXN0000615,2025-06-02,3.2,fashion,318,0.005926,APPROVED,0
TXN0000616,2025-02-08,58.15,gaming,564,0.050961,APPROVED,1
TXN0000617,2025-01-08,121.21,grocery,319,0.005978,APPROVED,0
TXN0000618,2025-04-04,141.22,gaming,598,0.068,APPROVED,0
TXN0000619,2025-02-13,433.03,grocery,613,0.076769,APPROVED,0
TXN0000620,2025-05-10,232.42,grocery,444,0.018103,APPROVED,0
TXN0000621,2025-03-01,94.05,grocery,496,0.028284,APPROVED,0
TXN0000622,2025-02-24,92.96,electronics,338,0.007092,APPROVED,0
TXN0000623,2025-01-12,158.48,travel,440,0.017401,APPROVED,0
TXN0000624,2025-01-26,36.85,travel,383,0.010503,APPROVED,0
TXN0000625,2025-06-16,63.8,crypto,627,0.086157,APPROVED,0
TXN0000626,2025-05-06,180.7,travel,450,0.019091,APPROVED,0
TXN0000627,2025-06-23,574.32,travel,741,0.207163,BLOCKED,1
TXN0000628,2025-01-09,55.97,crypto,557,0.048123,APPROVED,0
TXN0000629,2025-06-12,63.23,electronics,446,0.018388,APPROVED,0
TXN0000630,2025-04-24,82.96,crypto,625,0.084687,APPROVED,0
TXN0000631,2025-02-05,292.23,gaming,459,0.020533,APPROVED,0
TXN0000632,2025-04-18,64.5,fashion,630,0.088076,APPROVED,0
TXN0000633,2025-05-30,335.73,grocery,584,0.060175,APPROVED,0
TXN0000634,2025-03-21,23.03,electronics,604,0.070976,APPROVED,0
TXN0000635,2025-03-02,54.35,electronics,472,0.022989,APPROVED,1
TXN0000636,2025-06-22,53.63,electronics,338,0.007098,APPROVED,0
TXN0000637,2025-02-21,158.41,travel,448,0.018753,APPROVED,0
TXN0000638,2025-05-25,210.56,grocery,596,0.066732,APPROVED,0
TXN0000639,2025-05-05,12.67,crypto,802,0.310995,BLOCKED,0
TXN0000640,2025-01-09,24.37,grocery,549,0.04466,APPROVED,0
TXN0000641,2025-01-16,96.6,crypto,752,0.222606,BLOCKED,0
TXN0000642,2025-01-13,32.31,fashion,404,0.012727,APPROVED,0
TXN0000643,2025-01-01,12.5,electronics,315,0.005753,APPROVED,0
TXN0000644,2025-03-19,209.0,grocery,506,0.030868,APPROVED,0
TXN0000645,2025-06-17,114.82,electronics,376,0.009898,APPROVED,0
TXN0000646,2025-05-08,114.72,electronics,503,0.030236,APPROVED,0
TXN0000647,2025-03-05,39.53,crypto,704,0.158304,APPROVED,0
TXN0000648,2025-05-01,206.82,travel,544,0.042987,APPROVED,0
TXN0000649,2025-05-24,51.22,electronics,288,0.004524,APPROVED,0
TXN0000650,2025-01-11,222.76,electronics,294,0.004771,APPROVED,0
TXN0000651,2025-03-18,24.46,fashion,488,0.026557,APPROVED,1
TXN0000652,2025-05-23,26.06,grocery,460,0.020716,APPROVED,0
TXN0000653,2025-01-17,83.52,electronics,405,0.012774,APPROVED,0
TXN0000654,2025-04-06,30.8,fashion,503,0.030218,APPROVED,0
TXN0000655,2025-03-27,140.19,travel,304,0.00525,APPROVED,0
TXN0000656,2025-03-28,88.77,gaming,419,0.014523,APPROVED,0
TXN0000657,2025-01-31,24.16,grocery,423,0.01495,APPROVED,0
TXN0000658,2025-04-19,72.25,grocery,635,0.092186,APPROVED,0
TXN0000659,2025-01-15,45.31,grocery,724,0.182833,BLOCKED,0
TXN0000660,2025-05-15,182.62,fashion,432,0.016181,APPROVED,0
TXN0000661,2025-01-04,33.25,crypto,577,0.057012,APPROVED,0
TXN0000662,2025-03-23,41.14,gaming,629,0.087394,APPROVED,0
TXN0000663,2025-03-14,252.74,electronics,511,0.032284,APPROVED,0
TXN0000664,2025-05-31,782.47,grocery,403,0.012606,APPROVED,0
TXN0000665,2025-02-16,601.19,travel,787,0.282206,BLOCKED,0
TXN0000666,2025-01-04,71.49,electronics,597,0.067457,APPROVED,0
TXN0000667,2025-03-02,84.84,electronics,553,0.046385,APPROVED,0
TXN0000668,2025-06-04,360.25,travel,488,0.026455,APPROVED,0
TXN0000669,2025-06-23,58.16,crypto,676,0.127057,APPROVED,1
TXN0000670,2025-01-22,22.78,fashion,435,0.016662,APPROVED,0
TXN0000671,2025-05-30,75.84,gaming,529,0.037793,APPROVED,0
TXN0000672,2025-06-01,109.58,fashion,669,0.120052,APPROVED,0
TXN0000673,2025-05-08,26.79,travel,625,0.084956,APPROVED,0
TXN0000674,2025-06-12,10.9,grocery,513,0.033009,APPROVED,0
TXN0000675,2025-02-13,13.73,grocery,536,0.040109,APPROVED,0
TXN0000676,2025-01-19,138.65,travel,458,0.020372,APPROVED,0
TXN0000677,2025-05-15,28.96,grocery,336,0.006937,APPROVED,0
TXN0000678,2025-05-13,57.08,fashion,328,0.006483,APPROVED,0
TXN0000679,2025-05-06,84.25,electronics,449,0.018926,APPROVED,0
TXN0000680,2025-01-24,131.77,travel,513,0.032973,APPROVED,0
TXN0000681,2025-04-06,46.14,grocery,705,0.158669,APPROVED,0
TXN0000682,2025-04-16,115.42,fashion,432,0.016249,APPROVED,0
TXN0000683,2025-02-12,25.05,fashion,400,0.012285,APPROVED,0
TXN0000684,2025-03-23,44.8,fashion,336,0.006962,APPROVED,0
TXN0000685,2025-02-07,21.61,electronics,311,0.005591,APPROVED,0
TXN0000686,2025-04-29,231.58,electronics,372,0.009546,APPROVED,0
TXN0000687,2025-03-17,64.73,travel,485,0.025705,APPROVED,0
TXN0000688,2025-06-24,29.57,travel,371,0.009512,APPROVED,0
TXN0000689,2025-02-19,45.26,fashion,495,0.028037,APPROVED,0
TXN0000690,2025-04-11,52.25,crypto,692,0.143729,APPROVED,0
TXN0000691,2025-06-09,144.11,fashion,500,0.029279,APPROVED,0
TXN0000692,2025-01-04,11.53,electronics,452,0.019261,APPROVED,0
TXN0000693,2025-03-25,21.31,travel,565,0.051363,APPROVED,0
TXN0000694,2025-03-02,44.0,gaming,727,0.187494,BLOCKED,1
TXN0000695,2025-05-02,1080.89,crypto,642,0.097024,APPROVED,0
TXN0000696,2025-01-12,190.8,grocery,487,0.026369,APPROVED,0
TXN0000697,2025-06-11,58.99,travel,350,0.007873,APPROVED,0
TXN0000698,2025-01-22,145.94,grocery,386,0.010849,APPROVED,0
TXN0000699,2025-04-22,641.1,fashion,422,0.014864,APPROVED,0
TXN0000700,2025-04-14,51.57,gaming,636,0.092733,APPROVED,0
TXN0000701,2025-01-29,44.56,travel,493,0.027602,APPROVED,0
TXN0000702,2025-03-14,252.94,electronics,512,0.032734,APPROVED,0
TXN0000703,2025-02-27,114.85,electronics,657,0.109547,APPROVED,0
TXN0000704,2025-05-10,139.56,electronics,464,0.02144,APPROVED,0
TXN0000705,2025-06-16,38.13,gaming,651,0.104152,APPROVED,0
TXN0000706,2025-04-14,553.7,fashion,563,0.050353,APPROVED,0
TXN0000707,2025-01-09,437.27,crypto,601,0.06953,APPROVED,0
TXN0000708,2025-02-19,124.28,electronics,407,0.012989,APPROVED,0
TXN0000709,2025-02-09,141.56,grocery,458,0.020449,APPROVED,0
TXN0000710,2025-03-06,7.17,gaming,646,0.100563,REVIEW,0
TXN0000711,2025-04-22,134.49,fashion,438,0.017168,APPROVED,0
TXN0000712,2025-05-16,53.86,electronics,524,0.036219,APPROVED,0
TXN0000713,2025-06-03,107.48,grocery,556,0.047429,APPROVED,0
TXN0000714,2025-06-26,141.27,fashion,462,0.021046,APPROVED,0
TXN0000715,2025-05-28,45.81,fashion,466,0.021873,APPROVED,0
TXN0000716,2025-04-24,10.39,grocery,696,0.148442,APPROVED,0
TXN0000717,2025-05-12,99.95,electronics,419,0.014415,APPROVED,0
TXN0000718,2025-05-18,29.5,crypto,811,0.327495,BLOCKED,0
TXN0000719,2025-05-07,46.38,grocery,411,0.013504,APPROVED,0
TXN0000720,2025-02-28,34.3,fashion,360,0.008608,APPROVED,0
TXN0000721,2025-03-09,45.8,grocery,376,0.009936,APPROVED,0
TXN0000722,2025-05-16,5.26,electronics,393,0.01155,APPROVED,0
TXN0000723,2025-01-12,254.33,travel,653,0.105945,APPROVED,0
TXN0000724,2025-03-23,88.12,electronics,379,0.010153,APPROVED,0
TXN0000725,2025-04-25,226.45,electronics,622,0.082524,APPROVED,0
TXN0000726,2025-05-10,588.65,travel,349,0.007774,APPROVED,0
TXN0000727,2025-01-14,68.36,grocery,160,0.001453,APPROVED,0
TXN0000728,2025-04-17,9.18,travel,548,0.044613,APPROVED,0
TXN0000729,2025-05-24,24.95,grocery,375,0.009787,APPROVED,0
TXN0000730,2025-03-12,17.68,gaming,657,0.109192,APPROVED,0
TXN0000731,2025-01-24,38.4,electronics,408,0.013147,APPROVED,0
TXN0000732,2025-04-17,72.79,electronics,522,0.035561,APPROVED,0
TXN0000733,2025-01-05,7.37,gaming,490,0.026892,APPROVED,0
TXN0000734,2025-03-26,97.2,grocery,685,0.136286,APPROVED,1
TXN0000735,2025-06-29,12.66,grocery,437,0.016945,APPROVED,0
TXN0000736,2025-03-22,92.49,travel,443,0.017804,APPROVED,0
TXN0000737,2025-01-31,59.12,grocery,319,0.005993,APPROVED,0
TXN0000738,2025-05-24,47.23,travel,352,0.008018,APPROVED,0
TXN0000739,2025-04-15,61.54,gaming,591,0.06382,APPROVED,0
TXN0000740,2025-04-09,36.83,gaming,699,0.152329,APPROVED,0
TXN0000741,2025-01-12,34.0,travel,519,0.0345,APPROVED,0
TXN0000742,2025-04-15,10.47,electronics,497,0.028685,APPROVED,0
TXN0000743,2025-06-26,64.55,gaming,558,0.048291,APPROVED,0
TXN0000744,2025-05-21,507.8,travel,422,0.014873,APPROVED,0
TXN0000745,2025-01-03,589.07,fashion,634,0.091272,APPROVED,0
TXN0000746,2025-01-11,285.43,gaming,597,0.067399,APPROVED,0
TXN0000747,2025-05-04,144.95,gaming,473,0.023268,REVIEW,0
TXN0000748,2025-06-15,31.69,gaming,596,0.066685,APPROVED,0
TXN0000749,2025-06-01,326.04,grocery,312,0.00561,APPROVED,0
TXN0000750,2025-01-14,62.69,gaming,704,0.157828,APPROVED,0
TXN0000751,2025-02-23,61.82,grocery,528,0.03728,APPROVED,0
TXN0000752,2025-04-21,48.41,travel,371,0.009504,APPROVED,0
TXN0000753,2025-01-02,73.79,grocery,662,0.113721,APPROVED,0
TXN0000754,2025-03-20,41.32,travel,491,0.027301,APPROVED,0
