application_id,application_time,credit_score,annual_income,debt_to_income,employment_length,loan_amount,loan_purpose,home_ownership,number_of_delinquent_accounts,delinquent_months,months_since_last_delinquent,revolving_utilization,inquiries_last_6m,model_score,probability_of_default,risk_rating,application_status,actual_default,past_due_days,score_band,income_band
CD000653,2025-03-06 09:27:42,647,34925,24.16,9,20404,major_purchase,OWN,2,6,11,9.53,1,701,0.012652,LOW,APPROVED,0,0,700-800,<50K
CD000654,2025-04-29 04:23:59,672,44507,41.19,1,24412,home_improvement,OWN,0,0,0,49.87,2,586,0.212261,HIGH,DECLINED,1,90,<600,<50K
CD000655,2025-01-16 14:22:19,645,31318,49.76,1,32354,debt_consolidation,OWN,1,6,41,51.37,0,526,0.650424,VERY_HIGH,DECLINED,1,120,<600,<50K
CD000656,2025-05-21 07:43:55,691,48635,18.51,6,13678,debt_consolidation,MORTGAGE,0,0,0,34.35,1,716,0.012277,LOW,APPROVED,0,0,700-800,<50K
CD000657,2025-06-29 12:59:37,563,45748,35.01,4,10650,major_purchase,MORTGAGE,0,0,0,66.94,0,526,0.612689,VERY_HIGH,DECLINED,1,150,<600,<50K
CD000658,2025-05-20 12:57:34,615,64053,27.99,1,25898,credit_card,RENT,1,5,23,43.8,2,577,0.305521,HIGH,APPROVED,1,60,<600,50-75K
CD000659,2025-01-16 17:03:54,669,30013,32.75,5,32656,debt_consolidation,MORTGAGE,0,0,0,60.05,3,628,0.115706,HIGH,APPROVED,0,0,600-700,<50K
CD000660,2025-01-12 04:35:00,632,64318,33.85,0,17910,debt_consolidation,RENT,2,5,1,51.03,2,619,0.133382,HIGH,DECLINED,0,0,600-700,50-75K
CD000661,2025-04-15 10:17:58,641,27502,34.88,28,21984,debt_consolidation,RENT,2,6,14,53.98,2,486,0.782218,VERY_HIGH,DECLINED,1,90,<600,<50K
CD000662,2025-04-27 20:02:49,608,102410,32.66,13,22345,other,RENT,1,2,5,27.06,1,586,0.255899,HIGH,DECLINED,0,0,<600,100K+
CD000663,2025-05-08 08:44:00,707,45836,28.92,6,18471,home_improvement,RENT,0,0,0,47.56,1,601,0.194978,HIGH,DECLINED,0,0,600-700,<50K
CD000664,2025-04-02 01:22:39,760,101047,19.34,14,42794,debt_consolidation,OTHER,3,4,16,60.01,0,625,0.113761,HIGH,APPROVED,0,0,600-700,100K+
CD000665,2025-05-25 05:32:57,615,116192,22.6,1,59016,major_purchase,MORTGAGE,2,2,43,49.84,1,656,0.049556,MEDIUM,APPROVED,1,60,600-700,100K+
CD000666,2025-06-22 08:10:04,733,34976,16.9,6,12506,credit_card,MORTGAGE,2,2,38,61.28,0,609,0.122063,HIGH,APPROVED,0,0,600-700,<50K
CD000667,2025-06-29 20:19:48,590,145423,15.51,1,12154,debt_consolidation,OTHER,1,7,48,96.96,0,610,0.166719,HIGH,APPROVED,1,60,600-700,100K+
CD000668,2025-05-28 19:40:16,678,59890,27.9,15,16239,debt_consolidation,RENT,0,0,0,32.6,3,663,0.049996,MEDIUM,DECLINED,1,90,600-700,50-75K
CD000669,2025-04-06 10:35:11,560,21617,20.84,1,24241,credit_card,MORTGAGE,1,2,16,47.75,1,491,0.812897,VERY_HIGH,DECLINED,1,90,<600,<50K
CD000670,2025-06-12 11:25:09,697,65132,11.56,0,27893,credit_card,OWN,2,4,23,56.93,3,634,0.056954,MEDIUM,APPROVED,0,0,600-700,50-75K
CD000671,2025-03-07 13:35:20,671,64153,10.17,7,10598,debt_consolidation,RENT,0,0,0,50.65,0,663,0.045387,MEDIUM,APPROVED,0,0,600-700,50-75K
CD000672,2025-06-28 03:31:28,677,127891,23.27,18,13658,debt_consolidation,MORTGAGE,1,4,26,8.21,1,720,0.014596,LOW,APPROVED,0,0,700-800,100K+
CD000673,2025-04-10 06:35:19,737,24803,18.22,1,23074,debt_consolidation,RENT,1,4,56,55.99,2,650,0.06554,MEDIUM,APPROVED,0,0,600-700,<50K
CD000674,2025-05-09 06:56:13,702,18000,31.45,4,39569,credit_card,RENT,1,4,52,60.74,0,646,0.056731,MEDIUM,APPROVED,0,0,600-700,<50K
CD000675,2025-03-20 02:00:21,668,55324,27.93,2,28745,debt_consolidation,MORTGAGE,1,4,54,44.75,2,670,0.037505,MEDIUM,APPROVED,1,120,600-700,50-75K
CD000676,2025-01-20 19:20:14,624,45810,31.99,16,52967,credit_card,MORTGAGE,0,0,0,94.65,3,557,0.404368,HIGH,DECLINED,0,0,<600,<50K
CD000677,2025-01-15 00:34:26,672,37010,40.46,16,38949,debt_consolidation,RENT,0,0,0,75.47,3,592,0.202568,HIGH,DECLINED,1,90,<600,<50K
CD000678,2025-03-29 03:15:54,631,56961,20.22,3,23016,major_purchase,MORTGAGE,1,4,31,43.72,3,626,0.116258,HIGH,DECLINED,0,0,600-700,50-75K
CD000679,2025-03-15 20:43:24,646,128420,31.66,0,9867,debt_consolidation,RENT,0,0,0,77.16,1,690,0.022475,LOW,APPROVED,0,0,600-700,100K+
CD000680,2025-02-15 17:37:27,751,56011,22.08,2,9974,credit_card,OWN,1,5,40,65.72,2,657,0.039826,MEDIUM,APPROVED,0,0,600-700,50-75K
CD000681,2025-02-08 16:24:50,717,86877,21.07,1,14504,home_improvement,RENT,1,3,40,92.26,2,679,0.043547,MEDIUM,APPROVED,0,0,600-700,75-100K
CD000682,2025-03-29 12:56:58,685,41226,26.46,9,28027,major_purchase,MORTGAGE,0,0,0,32.77,1,674,0.040147,MEDIUM,APPROVED,0,0,600-700,<50K
CD000683,2025-01-15 01:29:42,704,31263,12.69,0,27476,debt_consolidation,OTHER,1,6,21,11.94,0,659,0.029487,LOW,APPROVED,0,0,600-700,<50K
CD000684,2025-01-22 13:31:12,590,46446,30.55,5,5884,other,MORTGAGE,2,8,2,44.63,1,645,0.062514,MEDIUM,APPROVED,1,60,600-700,<50K
CD000685,2025-06-01 12:45:23,675,132610,27.82,3,14877,debt_consolidation,RENT,1,5,19,34.4,6,596,0.198921,HIGH,DECLINED,0,0,<600,100K+
CD000686,2025-06-14 21:49:38,576,106040,25.2,2,15125,debt_consolidation,RENT,3,2,24,43.14,1,545,0.327854,HIGH,DECLINED,1,60,<600,100K+
CD000687,2025-03-19 13:18:03,632,82113,29.22,2,7669,credit_card,RENT,0,0,0,53.81,1,562,0.303232,HIGH,DECLINED,0,0,<600,75-100K
CD000688,2025-05-21 19:10:03,689,49472,21.19,5,32741,debt_consolidation,RENT,2,5,24,24.9,0,702,0.020454,LOW,DECLINED,0,0,700-800,<50K
CD000689,2025-03-24 03:10:23,690,67698,32.43,19,26973,debt_consolidation,MORTGAGE,0,0,0,56.47,0,683,0.024651,LOW,DECLINED,1,60,600-700,50-75K
CD000690,2025-03-28 10:30:48,707,76031,7.34,1,14437,credit_card,OTHER,1,3,28,67.29,1,681,0.029189,LOW,APPROVED,0,0,600-700,75-100K
CD000691,2025-06-14 18:38:14,677,28825,15.43,2,31888,debt_consolidation,MORTGAGE,0,0,0,72.36,1,653,0.05591,MEDIUM,APPROVED,0,0,600-700,<50K
CD000692,2025-03-12 00:13:58,671,50387,30.09,2,27824,credit_card,MORTGAGE,0,0,0,57.25,1,602,0.178829,HIGH,DECLINED,0,0,600-700,50-75K
CD000693,2025-05-03 17:51:02,668,138480,23.94,3,22053,other,MORTGAGE,0,0,0,56.78,1,609,0.135089,HIGH,APPROVED,1,90,600-700,100K+
CD000694,2025-02-03 12:20:00,746,30937,31.09,3,9343,major_purchase,MORTGAGE,0,0,0,68.59,4,600,0.137464,HIGH,APPROVED,0,0,600-700,<50K
CD000695,2025-05-08 21:52:08,740,63733,7.18,4,5128,debt_consolidation,RENT,0,0,0,65.21,1,763,0.001956,LOW,APPROVED,0,0,700-800,50-75K
CD000696,2025-04-15 14:30:02,588,45952,24.31,5,12405,debt_consolidation,MORTGAGE,2,7,11,41.61,3,525,0.563386,VERY_HIGH,DECLINED,1,60,<600,<50K
CD000697,2025-03-03 21:44:29,675,49027,22.65,0,28922,credit_card,MORTGAGE,1,4,40,20.76,3,634,0.103704,HIGH,DECLINED,0,0,600-700,<50K
CD000698,2025-05-03 18:53:15,739,89495,26.83,1,16171,credit_card,OTHER,2,4,45,85.04,1,643,0.08685,MEDIUM,APPROVED,0,0,600-700,75-100K
CD000699,2025-05-06 15:44:42,654,39719,13.96,7,33230,major_purchase,RENT,0,0,0,10.39,1,708,0.018622,LOW,APPROVED,0,0,700-800,<50K
CD000700,2025-06-10 00:17:18,680,81692,37.46,0,17099,credit_card,RENT,1,1,53,42.27,4,585,0.243947,HIGH,APPROVED,0,0,<600,75-100K
CD000701,2025-03-08 18:30:16,634,56439,31.33,4,14054,other,RENT,1,1,23,78.93,0,606,0.133367,HIGH,APPROVED,0,0,600-700,50-75K
CD000702,2025-04-16 17:05:56,601,94763,30.34,5,7777,home_improvement,MORTGAGE,3,2,35,25.25,3,551,0.547718,VERY_HIGH,DECLINED,1,120,<600,75-100K
CD000703,2025-06-09 18:14:05,674,38877,30.05,1,29692,other,OWN,0,0,0,66.94,1,594,0.256517,HIGH,DECLINED,1,150,<600,<50K
CD000704,2025-02-26 02:47:52,644,98327,23.64,6,32674,debt_consolidation,OTHER,1,2,8,85.22,2,551,0.480561,VERY_HIGH,DECLINED,0,0,<600,75-100K
CD000705,2025-05-01 19:41:37,658,56786,19.9,1,19409,credit_card,MORTGAGE,2,5,55,46.81,1,590,0.250946,HIGH,APPROVED,1,90,<600,50-75K
CD000706,2025-02-07 06:33:20,587,44805,38.75,10,29517,major_purchase,OTHER,0,0,0,81.93,5,480,0.823844,VERY_HIGH,DECLINED,1,60,<600,<50K
CD000707,2025-01-20 21:22:37,602,40933,35.41,15,35289,debt_consolidation,RENT,0,0,0,42.95,1,593,0.272823,HIGH,APPROVED,0,0,<600,<50K
CD000708,2025-02-18 15:11:23,658,22822,26.5,2,41069,credit_card,MORTGAGE,0,0,0,49.58,2,612,0.093385,HIGH,APPROVED,0,0,600-700,<50K
CD000709,2025-01-10 13:55:25,641,89203,18.13,1,44735,credit_card,MORTGAGE,0,0,0,100.0,1,625,0.094938,HIGH,APPROVED,0,0,600-700,75-100K
CD000710,2025-03-05 17:11:19,695,40072,25.3,7,20385,debt_consolidation,OWN,1,7,35,94.49,2,626,0.119333,HIGH,DECLINED,0,0,600-700,<50K
CD000711,2025-02-28 23:53:41,607,98760,39.5,6,18985,major_purchase,RENT,2,5,5,41.95,0,594,0.208631,HIGH,DECLINED,1,120,<600,75-100K
CD000712,2025-04-21 21:18:21,703,165442,32.86,3,48645,credit_card,RENT,0,0,0,56.34,1,635,0.122132,HIGH,APPROVED,0,0,600-700,100K+
CD000713,2025-04-28 04:39:20,695,27041,42.49,1,49648,other,MORTGAGE,1,6,26,46.99,4,606,0.175804,HIGH,APPROVED,0,0,600-700,<50K
CD000714,2025-03-19 12:34:46,669,64758,39.68,3,9215,credit_card,MORTGAGE,2,4,29,11.7,1,663,0.034973,MEDIUM,APPROVED,0,0,600-700,50-75K
CD000715,2025-05-09 23:46:10,699,40896,40.36,8,17497,major_purchase,MORTGAGE,1,2,44,54.65,2,509,0.666938,VERY_HIGH,DECLINED,1,150,<600,<50K
CD000716,2025-01-19 23:08:00,659,59287,32.61,2,38528,credit_card,MORTGAGE,1,6,13,45.18,3,541,0.374522,HIGH,APPROVED,1,90,<600,50-75K
CD000717,2025-04-24 01:34:26,652,69411,27.25,2,14041,credit_card,OWN,1,2,28,69.5,3,537,0.619794,VERY_HIGH,DECLINED,0,0,<600,50-75K
CD000718,2025-01-07 04:43:07,661,31824,25.98,6,32019,credit_card,MORTGAGE,0,0,0,56.14,0,591,0.229119,HIGH,APPROVED,0,0,<600,<50K
CD000719,2025-03-03 22:55:42,593,90574,19.05,1,14531,major_purchase,OWN,1,5,31,59.54,0,664,0.047851,MEDIUM,APPROVED,1,60,600-700,75-100K
CD000720,2025-05-17 17:54:48,660,51851,18.48,2,14767,home_improvement,RENT,0,0,0,8.88,1,645,0.048919,MEDIUM,APPROVED,0,0,600-700,50-75K
CD000721,2025-01-11 18:00:51,706,119345,31.15,10,11184,debt_consolidation,MORTGAGE,0,0,0,61.34,1,568,0.287593,HIGH,DECLINED,0,0,<600,100K+
CD000722,2025-05-24 13:50:16,574,57040,21.15,2,17956,other,RENT,1,2,31,76.14,1,550,0.495314,VERY_HIGH,DECLINED,1,120,<600,50-75K
CD000723,2025-05-07 04:36:25,700,61940,8.74,4,8756,credit_card,MORTGAGE,0,0,0,52.92,1,742,0.004709,LOW,APPROVED,1,90,700-800,50-75K
CD000724,2025-03-06 21:52:13,627,57384,32.4,4,3078,debt_consolidation,RENT,0,0,0,39.67,1,605,0.162879,HIGH,APPROVED,1,120,600-700,50-75K
CD000725,2025-04-22 03:33:34,642,206228,16.53,3,37939,other,RENT,0,0,0,62.5,1,705,0.021185,LOW,APPROVED,0,0,700-800,100K+
CD000726,2025-06-10 04:12:24,667,45546,23.98,0,11347,debt_consolidation,MORTGAGE,1,5,25,80.72,0,606,0.1785,HIGH,APPROVED,0,0,600-700,<50K
CD000727,2025-02-15 05:32:31,675,19179,22.77,1,16787,home_improvement,OWN,0,0,0,74.58,1,701,0.017651,LOW,APPROVED,0,0,700-800,<50K
CD000728,2025-06-08 15:08:02,737,88192,21.35,2,31529,other,RENT,0,0,0,41.81,1,773,0.002638,LOW,APPROVED,0,0,700-800,75-100K
CD000729,2025-06-05 14:41:15,654,59211,38.92,10,20493,home_improvement,MORTGAGE,1,5,38,73.57,0,651,0.050302,MEDIUM,APPROVED,1,90,600-700,50-75K
CD000730,2025-02-12 01:30:27,756,84370,30.28,3,11183,home_improvement,MORTGAGE,2,5,22,43.86,2,566,0.407158,HIGH,APPROVED,0,0,<600,75-100K
CD000731,2025-06-19 05:55:06,664,98200,11.26,6,17922,major_purchase,RENT,0,0,0,100.0,2,678,0.030693,LOW,APPROVED,0,0,600-700,75-100K
CD000732,2025-01-27 03:08:38,689,114252,52.48,4,9317,home_improvement,RENT,0,0,0,52.42,0,672,0.062473,MEDIUM,APPROVED,0,0,600-700,100K+
CD000733,2025-02-05 13:12:05,699,63808,27.22,4,28321,home_improvement,RENT,2,3,46,29.56,2,751,0.005227,LOW,APPROVED,0,0,700-800,50-75K
CD000734,2025-05-08 12:37:52,625,70418,38.53,2,27093,credit_card,RENT,1,6,54,43.46,1,607,0.110522,HIGH,DECLINED,1,60,600-700,50-75K
CD000735,2025-03-30 16:53:08,601,95367,37.05,1,8790,other,RENT,0,0,0,50.41,4,609,0.143233,HIGH,DECLINED,0,0,600-700,75-100K
CD000736,2025-04-05 22:58:54,669,108280,28.58,12,12846,debt_consolidation,MORTGAGE,1,8,41,57.35,2,617,0.106,HIGH,APPROVED,0,0,600-700,100K+
CD000737,2025-03-03 12:08:29,701,30482,14.19,0,18722,debt_consolidation,MORTGAGE,2,9,59,19.13,0,755,0.005792,LOW,APPROVED,0,30,700-800,<50K
CD000738,2025-03-03 17:32:23,710,136564,8.42,0,37079,credit_card,MORTGAGE,1,3,2,53.77,0,718,0.010049,LOW,APPROVED,0,0,700-800,100K+
CD000739,2025-03-27 00:46:55,643,34365,45.04,5,17649,home_improvement,MORTGAGE,0,0,0,27.07,0,559,0.331318,HIGH,DECLINED,1,60,<600,<50K
CD000740,2025-02-26 16:44:01,760,63315,13.26,1,10592,debt_consolidation,OWN,1,4,15,38.59,1,800,0.001124,LOW,APPROVED,0,0,800+,50-75K
CD000741,2025-03-17 07:35:55,657,97537,36.04,1,18906,debt_consolidation,OWN,2,3,6,61.38,1,679,0.037487,MEDIUM,APPROVED,0,0,600-700,75-100K
CD000742,2025-03-10 12:55:16,627,45476,12.44,5,39513,major_purchase,RENT,0,0,0,60.52,0,725,0.010816,LOW,APPROVED,0,0,700-800,<50K
CD000743,2025-03-23 17:55:46,729,45316,17.19,0,19146,credit_card,RENT,2,1,53,5.24,2,729,0.008214,LOW,APPROVED,0,0,700-800,<50K
CD000744,2025-04-03 11:05:23,733,114881,34.94,8,15886,other,MORTGAGE,2,4,3,3.45,1,668,0.039109,MEDIUM,DECLINED,0,0,600-700,100K+
CD000745,2025-06-03 14:51:25,614,113234,21.11,1,18378,debt_consolidation,RENT,0,0,0,36.66,3,536,0.472181,VERY_HIGH,APPROVED,0,0,<600,100K+
CD000746,2025-01-24 16:18:00,712,29885,26.64,3,21538,credit_card,RENT,2,6,51,26.3,0,673,0.029476,LOW,APPROVED,0,0,600-700,<50K
CD000747,2025-03-25 22:39:26,598,55940,20.92,0,31702,debt_consolidation,RENT,2,3,9,34.07,4,546,0.473059,VERY_HIGH,DECLINED,1,60,<600,50-75K
CD000748,2025-06-08 03:26:18,670,68741,16.99,7,24963,major_purchase,RENT,0,0,0,43.46,1,665,0.031805,MEDIUM,APPROVED,0,0,600-700,50-75K
CD000749,2025-04-18 13:37:55,793,111554,36.91,0,17338,other,RENT,0,0,0,61.39,1,720,0.01017,LOW,APPROVED,0,0,700-800,100K+
CD000750,2025-02-24 04:14:46,740,69608,28.51,11,26449,debt_consolidation,MORTGAGE,1,6,21,46.65,1,710,0.009279,LOW,APPROVED,0,0,700-800,50-75K
CD000751,2025-01-27 17:08:34,708,88100,25.09,4,18696,other,MORTGAGE,0,0,0,100.0,0,667,0.047907,MEDIUM,APPROVED,0,0,600-700,75-100K
CD000752,2025-02-06 01:06:51,706,70705,18.11,6,10699,debt_consolidation,RENT,0,0,0,0.0,0,739,0.004813,LOW,APPROVED,0,0,700-800,50-75K
CD000753,2025-02-15 04:49:26,625,83166,14.89,0,9688,home_improvement,MORTGAGE,1,3,23,47.35,1,589,0.189754,HIGH,DECLINED,1,120,<600,75-100K
CD000754,2025-05-12 22:26:38,689,192137,21.67,31,32468,credit_card,MORTGAGE,2,8,49,61.23,0,687,0.0166,LOW,APPROVED,0,0,600-700,100K+
CD000755,2025-05-24 12:22:34,696,78213,28.98,2,10925,debt_consolidation,RENT,0,0,0,57.91,1,643,0.062205,MEDIUM,APPROVED,0,0,600-700,75-100K
CD000756,2025-01-27 12:03:08,615,72599,31.02,4,37344,home_improvement,MORTGAGE,1,5,44,27.37,0,548,0.491593,VERY_HIGH,DECLINED,1,150,<600,50-75K
CD000757,2025-05-16 16:58:50,683,29220,30.17,4,33162,credit_card,MORTGAGE,1,1,13,26.82,2,588,0.24422,HIGH,DECLINED,0,0,<600,<50K
CD000758,2025-01-13 20:03:05,702,35987,33.32,3,63220,home_improvement,MORTGAGE,0,0,0,3.3,0,714,0.008947,LOW,APPROVED,0,0,700-800,<50K
CD000759,2025-06-26 07:08:23,684,30635,12.2,12,21538,debt_consolidation,RENT,0,0,0,64.64,3,657,0.049588,MEDIUM,APPROVED,0,0,600-700,<50K
CD000760,2025-06-11 23:30:44,696,56301,35.5,3,9373,debt_consolidation,RENT,0,0,0,65.84,0,712,0.008687,LOW,APPROVED,0,0,700-800,50-75K
CD000761,2025-01-15 08:30:05,660,49669,21.15,1,33179,debt_consolidation,OWN,1,4,38,39.55,3,581,0.260726,HIGH,DECLINED,0,0,<600,<50K
CD000762,2025-05-12 05:27:33,611,40995,22.33,5,31268,home_improvement,RENT,2,7,44,57.67,1,568,0.36972,HIGH,DECLINED,1,90,<600,<50K
CD000763,2025-04-22 05:23:07,674,78567,38.79,8,57445,major_purchase,OWN,0,0,0,31.74,3,608,0.154456,HIGH,DECLINED,0,0,600-700,75-100K
CD000764,2025-05-25 13:45:01,567,28334,33.24,2,9831,home_improvement,MORTGAGE,1,10,51,64.59,2,524,0.581472,VERY_HIGH,DECLINED,0,0,<600,<50K
CD000765,2025-01-28 21:37:50,633,62562,24.34,5,38441,credit_card,MORTGAGE,0,0,0,38.12,2,657,0.037159,MEDIUM,APPROVED,0,0,600-700,50-75K
CD000766,2025-04-25 10:01:48,733,53022,27.69,39,23266,debt_consolidation,RENT,2,2,58,36.87,1,704,0.014792,LOW,DECLINED,0,0,700-800,50-75K
CD000767,2025-02-05 02:04:29,771,39289,17.46,13,16284,credit_card,MORTGAGE,1,5,18,39.22,3,668,0.034581,MEDIUM,APPROVED,0,0,600-700,<50K
CD000768,2025-02-20 12:25:13,695,37905,21.96,4,12464,home_improvement,MORTGAGE,0,0,0,62.71,1,583,0.171481,HIGH,APPROVED,1,150,<600,<50K
CD000769,2025-04-08 07:48:48,541,45509,31.13,4,10213,debt_consolidation,OTHER,2,2,21,13.93,3,495,0.719155,VERY_HIGH,APPROVED,1,90,<600,<50K
CD000770,2025-06-15 23:41:00,747,81823,25.28,13,22421,debt_consolidation,MORTGAGE,1,2,10,95.66,2,721,0.008153,LOW,APPROVED,0,0,700-800,75-100K
CD000771,2025-04-27 10:48:41,703,87141,36.25,4,14744,major_purchase,MORTGAGE,0,0,0,61.05,3,623,0.107809,HIGH,APPROVED,0,0,600-700,75-100K
CD000772,2025-03-05 17:31:40,663,28569,22.7,1,6843,credit_card,OTHER,2,2,11,46.74,0,610,0.13864,HIGH,DECLINED,0,0,600-700,<50K
CD000773,2025-05-06 16:57:58,715,58799,29.68,2,21307,debt_consolidation,MORTGAGE,1,2,56,56.99,3,584,0.318501,HIGH,DECLINED,0,0,<600,50-75K
CD000774,2025-04-05 11:45:09,703,41807,12.11,7,20522,home_improvement,OWN,1,1,37,93.9,2,624,0.078139,MEDIUM,APPROVED,0,0,600-700,<50K
CD000775,2025-05-10 01:25:14,608,88215,26.32,6,31151,debt_consolidation,RENT,1,3,23,67.21,3,682,0.034731,MEDIUM,DECLINED,1,150,600-700,75-100K
CD000776,2025-06-10 22:33:37,602,100055,29.06,8,12768,debt_consolidation,OWN,0,0,0,41.24,1,681,0.022349,LOW,APPROVED,0,0,600-700,100K+
CD000777,2025-05-10 14:54:55,731,85370,24.71,0,20984,major_purchase,RENT,0,0,0,84.18,0,641,0.07318,MEDIUM,APPROVED,0,0,600-700,75-100K
CD000778,2025-03-29 15:20:45,548,73130,10.38,3,19265,credit_card,RENT,1,5,43,33.95,5,518,0.627654,VERY_HIGH,DECLINED,0,0,<600,50-75K
CD000779,2025-05-14 15:36:25,707,78191,28.34,0,15851,major_purchase,RENT,2,2,7,44.26,0,693,0.019262,LOW,APPROVED,0,0,600-700,75-100K
CD000780,2025-01-21 18:45:41,691,25755,10.53,11,17242,debt_consolidation,MORTGAGE,1,6,21,35.53,0,731,0.004658,LOW,APPROVED,0,0,700-800,<50K
CD000781,2025-02-26 02:03:06,728,70560,22.61,3,16581,other,OWN,1,5,59,52.34,2,662,0.057913,MEDIUM,DECLINED,0,0,600-700,50-75K
CD000782,2025-03-29 15:39:21,770,65919,31.36,1,36677,other,RENT,4,6,45,0.0,2,649,0.049874,MEDIUM,APPROVED,0,0,600-700,50-75K
CD000783,2025-04-30 14:40:28,747,53018,25.89,11,9814,debt_consolidation,RENT,1,3,54,54.85,3,590,0.217139,HIGH,DECLINED,0,0,<600,50-75K
CD000784,2025-05-09 15:22:38,760,41039,18.05,3,25587,other,RENT,0,0,0,37.38,1,764,0.001607,LOW,APPROVED,0,0,700-800,<50K
CD000785,2025-02-13 11:46:49,719,33028,29.75,7,14779,credit_card,MORTGAGE,1,2,27,55.59,1,654,0.049124,MEDIUM,APPROVED,0,0,600-700,<50K
CD000786,2025-02-11 23:36:13,702,39327,10.2,1,22945,credit_card,RENT,0,0,0,13.56,1,708,0.010811,LOW,APPROVED,0,0,700-800,<50K
CD000787,2025-03-30 05:31:57,733,43343,35.74,11,30832,major_purchase,RENT,2,6,38,44.64,1,622,0.129421,HIGH,APPROVED,0,0,600-700,<50K
CD000788,2025-04-11 05:48:52,674,18000,30.52,5,44114,credit_card,RENT,1,2,13,70.02,1,615,0.140636,HIGH,APPROVED,0,0,600-700,<50K
CD000789,2025-05-25 21:21:57,625,54599,1.09,6,66015,other,RENT,0,0,0,33.24,0,664,0.035218,MEDIUM,APPROVED,0,30,600-700,50-75K
CD000790,2025-01-21 16:23:05,670,63066,27.57,4,9383,credit_card,MORTGAGE,1,3,11,10.47,4,660,0.030682,LOW,APPROVED,0,0,600-700,50-75K
CD000791,2025-06-15 15:02:05,587,118656,35.5,1,12510,credit_card,RENT,2,2,13,35.37,0,578,0.361118,HIGH,APPROVED,1,60,<600,100K+
CD000792,2025-04-08 09:14:02,645,120405,29.54,5,29822,debt_consolidation,OWN,0,0,0,55.26,0,589,0.214377,HIGH,DECLINED,0,0,<600,100K+
CD000793,2025-05-23 13:31:21,788,71983,24.95,1,10275,credit_card,MORTGAGE,2,9,52,66.59,3,666,0.048961,MEDIUM,APPROVED,0,30,600-700,50-75K
CD000794,2025-06-13 22:50:36,703,59680,15.4,3,17138,credit_card,MORTGAGE,1,6,18,27.36,3,753,0.005268,LOW,APPROVED,0,0,700-800,50-75K
CD000795,2025-01-17 21:31:56,665,58589,13.38,5,24116,credit_card,MORTGAGE,1,1,48,69.03,1,742,0.007845,LOW,APPROVED,0,0,700-800,50-75K
CD000796,2025-04-28 08:21:33,642,86417,27.77,13,15072,credit_card,MORTGAGE,0,0,0,20.43,1,790,0.001089,LOW,APPROVED,0,0,700-800,75-100K
CD000797,2025-02-08 23:12:06,577,93084,27.77,2,17295,major_purchase,MORTGAGE,1,9,12,66.82,1,529,0.518562,VERY_HIGH,DECLINED,1,60,<600,75-100K
CD000798,2025-02-02 19:25:56,645,28503,38.79,8,44985,debt_consolidation,MORTGAGE,0,0,0,65.74,0,618,0.111778,HIGH,DECLINED,1,90,600-700,<50K
CD000799,2025-05-26 02:08:52,632,82467,16.32,0,10684,credit_card,RENT,1,2,18,54.35,2,652,0.045612,MEDIUM,APPROVED,0,0,600-700,75-100K
CD000800,2025-04-06 06:33:28,674,46701,41.12,1,19174,major_purchase,RENT,1,4,14,90.8,4,583,0.297437,HIGH,APPROVED,1,60,<600,<50K
CD000801,2025-05-14 15:18:23,679,57682,35.77,6,43589,credit_card,MORTGAGE,3,4,54,68.4,1,626,0.109385,HIGH,APPROVED,1,90,600-700,50-75K
CD000802,2025-01-30 14:50:35,670,49194,32.21,5,15409,debt_consolidation,MORTGAGE,2,5,56,44.52,1,567,0.385075,HIGH,DECLINED,0,0,<600,<50K
CD000803,2025-05-14 00:01:09,569,68491,29.3,1,43660,credit_card,RENT,1,9,58,50.29,2,485,0.828039,VERY_HIGH,DECLINED,1,90,<600,50-75K
CD000804,2025-03-03 18:52:06,754,36550,22.93,16,31396,major_purchase,MORTGAGE,0,0,0,84.94,0,736,0.007069,LOW,APPROVED,0,30,700-800,<50K
CD000805,2025-04-04 10:15:19,698,58847,19.2,13,23064,home_improvement,OTHER,0,0,0,4.55,0,714,0.0127,LOW,APPROVED,0,30,700-800,50-75K
CD000806,2025-02-03 02:46:58,674,29410,30.53,4,16575,other,RENT,3,4,39,66.16,4,506,0.734655,VERY_HIGH,APPROVED,1,60,<600,<50K
CD000807,2025-02-16 06:52:43,656,91606,19.99,0,14492,major_purchase,RENT,0,0,0,34.9,1,684,0.021186,LOW,APPROVED,0,0,600-700,75-100K
CD000808,2025-06-12 13:44:43,698,84795,31.8,4,44032,debt_consolidation,RENT,0,0,0,49.45,2,633,0.11573,HIGH,APPROVED,0,0,600-700,75-100K
CD000809,2025-06-10 10:57:54,742,48652,42.18,9,32277,major_purchase,MORTGAGE,0,0,0,50.78,2,650,0.05352,MEDIUM,APPROVED,0,0,600-700,<50K
CD000810,2025-03-22 23:17:48,707,55089,41.66,12,14723,credit_card,OWN,0,0,0,41.14,1,567,0.264594,HIGH,DECLINED,0,0,<600,50-75K
CD000811,2025-04-06 15:05:11,609,43612,39.11,5,17503,debt_consolidation,RENT,0,0,0,90.58,0,567,0.247342,HIGH,DECLINED,1,60,<600,<50K
CD000812,2025-04-15 07:27:23,604,79572,30.56,6,19740,home_improvement,MORTGAGE,0,0,0,50.61,2,563,0.410388,HIGH,APPROVED,1,90,<600,75-100K
