application_id,application_time,credit_score,annual_income,debt_to_income,employment_length,loan_amount,loan_purpose,home_ownership,number_of_delinquent_accounts,delinquent_months,months_since_last_delinquent,revolving_utilization,inquiries_last_6m,model_score,probability_of_default,risk_rating,application_status,actual_default,past_due_days,score_band,income_band
CS000492,2025-02-17 07:06:32,697,55993,20.43,1,19832,other,RENT,0,0,0,45.4,1,698,0.016629,LOW,APPROVED,0,0,600-700,50-75K
CS000493,2025-03-30 13:32:35,587,58084,28.86,5,21381,other,MORTGAGE,1,4,27,59.31,2,578,0.359303,VERY_HIGH,APPROVED,0,0,<600,50-75K
CS000494,2025-03-26 01:10:35,732,50790,30.76,5,24073,other,MORTGAGE,1,2,42,26.72,3,673,0.049435,HIGH,APPROVED,0,0,600-700,50-75K
CS000495,2025-06-18 15:04:07,678,41696,38.45,9,19091,home_improvement,RENT,0,0,0,57.38,2,621,0.12925,HIGH,APPROVED,0,0,600-700,<50K
CS000496,2025-01-03 04:14:27,765,54242,11.03,10,10295,home_improvement,MORTGAGE,0,0,0,43.17,1,724,0.009726,LOW,DECLINED,0,0,700-800,50-75K
CS000497,2025-04-08 18:50:55,680,77792,21.89,32,37093,debt_consolidation,RENT,0,0,0,27.73,1,696,0.023543,MEDIUM,APPROVED,0,0,600-700,75-100K
CS000498,2025-03-28 12:41:47,663,72433,23.9,0,9716,debt_consolidation,RENT,0,0,0,54.39,2,624,0.094107,HIGH,APPROVED,0,0,600-700,50-75K
CS000499,2025-05-30 20:43:34,702,32139,31.13,11,13796,credit_card,MORTGAGE,1,6,34,26.35,0,642,0.063884,HIGH,APPROVED,0,0,600-700,<50K
CS000500,2025-05-06 04:04:31,655,56638,16.91,2,28699,home_improvement,RENT,0,0,0,30.33,1,663,0.02661,MEDIUM,APPROVED,0,0,600-700,50-75K
CS000501,2025-05-10 14:21:14,764,46415,19.21,0,19735,credit_card,MORTGAGE,1,1,52,20.1,0,781,0.002291,LOW,APPROVED,0,60,700-800,<50K
CS000502,2025-01-02 11:46:16,706,105999,21.13,0,16994,credit_card,MORTGAGE,0,0,0,64.84,1,650,0.044372,MEDIUM,APPROVED,0,0,600-700,100K+
CS000503,2025-01-19 15:53:34,711,33971,25.0,2,6609,debt_consolidation,RENT,2,3,11,61.26,3,616,0.133997,HIGH,APPROVED,0,60,600-700,<50K
CS000504,2025-03-05 20:07:57,709,37418,7.43,9,24623,credit_card,RENT,0,0,0,73.36,1,750,0.007822,LOW,APPROVED,0,0,700-800,<50K
CS000505,2025-01-07 02:21:10,671,34351,32.76,34,18562,debt_consolidation,MORTGAGE,0,0,0,68.8,2,585,0.185741,VERY_HIGH,APPROVED,0,0,<600,<50K
CS000506,2025-01-02 19:37:17,717,297415,10.24,7,16935,debt_consolidation,MORTGAGE,2,6,8,63.77,3,721,0.007939,LOW,APPROVED,0,0,700-800,100K+
CS000507,2025-03-28 20:38:17,700,134749,29.29,4,7838,debt_consolidation,RENT,1,4,23,37.75,0,702,0.011326,LOW,APPROVED,0,0,700-800,100K+
CS000508,2025-03-14 15:00:45,787,56955,21.39,5,26388,debt_consolidation,RENT,1,7,34,54.76,2,712,0.008378,LOW,APPROVED,0,0,700-800,50-75K
CS000509,2025-03-13 02:44:16,694,96300,21.23,3,14565,debt_consolidation,RENT,3,3,23,27.83,0,685,0.027533,MEDIUM,APPROVED,0,0,600-700,75-100K
CS000510,2025-06-29 22:11:40,712,29401,8.19,11,19646,credit_card,OWN,0,0,0,33.79,0,697,0.011188,LOW,APPROVED,0,0,600-700,<50K
CS000511,2025-06-18 14:19:29,666,56739,28.45,11,19437,debt_consolidation,OWN,0,0,0,31.19,0,674,0.032365,MEDIUM,APPROVED,0,0,600-700,50-75K
CS000512,2025-06-17 00:02:50,671,174074,1.0,2,64959,debt_consolidation,RENT,1,4,46,67.1,0,715,0.010643,LOW,APPROVED,0,0,700-800,100K+
CS000513,2025-03-21 04:26:45,675,58732,15.3,10,10624,debt_consolidation,MORTGAGE,0,0,0,48.13,1,699,0.020943,MEDIUM,APPROVED,0,0,600-700,50-75K
CS000514,2025-04-09 05:19:11,763,35030,24.5,17,24656,debt_consolidation,MORTGAGE,0,0,0,78.2,1,701,0.00944,LOW,APPROVED,0,0,700-800,<50K
CS000515,2025-06-29 01:53:44,697,47710,23.4,3,5821,credit_card,OTHER,0,0,0,23.71,1,710,0.008586,LOW,APPROVED,0,0,700-800,<50K
CS000516,2025-03-24 06:20:44,746,48225,26.23,1,31271,major_purchase,MORTGAGE,0,0,0,27.4,1,736,0.007914,LOW,APPROVED,0,0,700-800,<50K
CS000517,2025-05-21 09:19:38,678,58340,13.91,9,14963,debt_consolidation,RENT,1,6,22,30.97,1,632,0.054881,HIGH,APPROVED,0,0,600-700,50-75K
CS000518,2025-06-17 21:17:13,673,58468,38.99,1,48789,other,OWN,0,0,0,40.81,3,611,0.14353,HIGH,DECLINED,0,0,600-700,50-75K
CS000519,2025-01-26 14:43:49,587,50374,40.6,1,8940,credit_card,RENT,1,5,27,74.65,1,516,0.72272,VERY_HIGH,DECLINED,1,120,<600,50-75K
CS000520,2025-05-03 18:52:58,739,32137,23.41,1,14231,credit_card,RENT,1,6,37,50.07,4,653,0.03449,MEDIUM,APPROVED,0,0,600-700,<50K
CS000521,2025-05-19 01:57:27,806,61315,20.69,15,38090,other,MORTGAGE,3,6,21,61.74,1,738,0.004332,LOW,APPROVED,0,0,700-800,50-75K
CS000522,2025-06-29 08:43:37,681,61611,13.4,14,8278,credit_card,MORTGAGE,0,0,0,35.02,3,696,0.021323,MEDIUM,APPROVED,0,0,600-700,50-75K
CS000523,2025-06-17 15:19:23,772,30730,29.94,10,17211,other,MORTGAGE,0,0,0,7.97,0,746,0.003345,LOW,APPROVED,0,0,700-800,<50K
CS000524,2025-05-08 04:39:58,740,79900,19.57,13,23515,credit_card,RENT,1,6,4,44.24,1,714,0.013331,LOW,APPROVED,0,0,700-800,75-100K
CS000525,2025-03-12 18:14:40,656,57846,15.12,2,20396,debt_consolidation,MORTGAGE,0,0,0,33.63,1,701,0.020226,MEDIUM,APPROVED,0,0,700-800,50-75K
CS000526,2025-03-05 11:36:45,736,134340,25.25,1,15274,home_improvement,MORTGAGE,0,0,0,28.25,0,772,0.002372,LOW,APPROVED,0,0,700-800,100K+
CS000527,2025-02-23 01:36:52,644,77510,26.16,1,7479,credit_card,RENT,2,5,26,40.92,0,604,0.157148,HIGH,DECLINED,0,30,600-700,75-100K
CS000528,2025-02-06 15:09:07,677,46907,33.04,7,5895,other,MORTGAGE,0,0,0,33.75,1,654,0.048633,HIGH,APPROVED,0,0,600-700,<50K
CS000529,2025-05-11 08:56:56,761,42161,15.12,5,40364,home_improvement,RENT,0,0,0,34.0,1,738,0.004815,LOW,APPROVED,0,0,700-800,<50K
CS000530,2025-06-01 12:30:21,702,138184,31.82,4,13290,major_purchase,RENT,0,0,0,22.36,2,718,0.011896,LOW,APPROVED,0,0,700-800,100K+
CS000531,2025-03-03 02:24:11,629,105783,40.27,3,15424,debt_consolidation,RENT,1,7,22,61.68,1,548,0.504321,VERY_HIGH,DECLINED,0,0,<600,100K+
CS000532,2025-02-17 01:25:40,771,80547,32.6,1,11972,debt_consolidation,OWN,0,0,0,34.17,0,747,0.004437,LOW,APPROVED,0,0,700-800,75-100K
CS000533,2025-02-24 19:17:29,633,92382,35.32,7,19278,credit_card,MORTGAGE,0,0,0,43.25,0,632,0.089734,HIGH,APPROVED,0,0,600-700,75-100K
CS000534,2025-05-06 16:26:11,685,34705,32.74,14,8756,home_improvement,RENT,1,2,32,52.95,3,575,0.220771,VERY_HIGH,APPROVED,0,0,<600,<50K
CS000535,2025-01-01 11:15:17,675,106787,46.54,3,21959,debt_consolidation,MORTGAGE,1,5,38,44.48,3,580,0.217723,VERY_HIGH,DECLINED,0,30,<600,100K+
CS000536,2025-01-05 03:23:37,685,59906,21.11,10,18214,major_purchase,RENT,1,4,43,59.12,1,592,0.130876,HIGH,APPROVED,0,0,<600,50-75K
CS000537,2025-05-27 04:10:11,647,62932,20.27,3,15184,home_improvement,MORTGAGE,1,2,20,49.62,0,629,0.079297,HIGH,APPROVED,0,0,600-700,50-75K
CS000538,2025-01-23 03:52:07,604,101330,46.13,0,36075,debt_consolidation,RENT,1,5,25,51.42,0,566,0.391491,VERY_HIGH,APPROVED,0,0,<600,100K+
CS000539,2025-06-13 18:39:44,796,82553,18.47,1,16080,debt_consolidation,MORTGAGE,1,1,1,7.91,0,771,0.002565,LOW,APPROVED,0,0,700-800,75-100K
CS000540,2025-05-02 09:46:18,642,32695,27.4,13,11780,major_purchase,OWN,0,0,0,12.27,2,621,0.097672,HIGH,DECLINED,0,0,600-700,<50K
CS000541,2025-03-04 23:47:08,645,86812,24.22,5,23672,other,MORTGAGE,0,0,0,42.3,2,614,0.117622,HIGH,APPROVED,0,0,600-700,75-100K
CS000542,2025-06-16 05:09:52,560,59982,25.68,1,26108,other,RENT,0,0,0,62.67,1,540,0.480631,VERY_HIGH,DECLINED,1,60,<600,50-75K
CS000543,2025-01-28 07:08:04,699,109602,33.88,1,47040,home_improvement,RENT,1,4,7,60.34,0,647,0.075234,HIGH,APPROVED,0,30,600-700,100K+
CS000544,2025-03-02 19:09:48,765,70923,13.09,0,3349,debt_consolidation,RENT,0,0,0,36.51,1,747,0.003326,LOW,APPROVED,0,0,700-800,50-75K
CS000545,2025-03-27 10:58:40,771,86114,35.67,0,15116,credit_card,OTHER,0,0,0,32.93,1,736,0.008055,LOW,APPROVED,0,0,700-800,75-100K
CS000546,2025-04-17 20:31:45,846,42942,23.59,1,15925,credit_card,RENT,1,5,3,31.17,0,783,0.002017,LOW,APPROVED,0,60,700-800,<50K
CS000547,2025-05-07 08:58:49,776,45786,34.86,11,15240,credit_card,OWN,0,0,0,46.73,0,704,0.009249,LOW,APPROVED,0,0,700-800,<50K
CS000548,2025-05-04 08:08:01,716,40502,31.25,3,32598,debt_consolidation,RENT,1,7,8,48.48,1,621,0.126908,HIGH,APPROVED,0,0,600-700,<50K
CS000549,2025-01-18 09:26:24,695,77248,26.57,3,37942,other,OWN,0,0,0,41.05,1,669,0.040421,MEDIUM,APPROVED,0,30,600-700,75-100K
CS000550,2025-02-05 14:02:45,773,44436,39.1,1,8320,major_purchase,RENT,0,0,0,42.88,0,676,0.025344,MEDIUM,APPROVED,0,60,600-700,<50K
CS000551,2025-03-07 10:10:58,692,58345,31.86,3,33362,debt_consolidation,OTHER,0,0,0,31.82,1,665,0.05908,HIGH,APPROVED,0,0,600-700,50-75K
CS000552,2025-01-12 10:21:08,705,178125,27.49,12,18186,debt_consolidation,OTHER,2,4,11,38.67,1,626,0.080804,HIGH,APPROVED,0,0,600-700,100K+
CS000553,2025-05-12 20:22:11,641,104135,35.74,1,12655,major_purchase,MORTGAGE,0,0,0,34.48,2,584,0.228804,VERY_HIGH,APPROVED,0,0,<600,100K+
CS000554,2025-01-04 14:31:43,700,207611,38.42,1,35713,major_purchase,MORTGAGE,0,0,0,9.12,2,692,0.01966,MEDIUM,APPROVED,0,0,600-700,100K+
CS000555,2025-05-29 19:21:38,803,52148,22.33,13,22171,home_improvement,MORTGAGE,0,0,0,18.04,4,786,0.001843,LOW,APPROVED,0,0,700-800,50-75K
CS000556,2025-04-28 02:47:34,690,49111,41.41,0,39716,debt_consolidation,OTHER,2,2,6,55.71,3,555,0.402399,VERY_HIGH,DECLINED,0,0,<600,<50K
CS000557,2025-03-02 03:15:01,716,60080,20.99,4,29010,credit_card,MORTGAGE,1,4,30,34.69,1,736,0.007528,LOW,APPROVED,0,0,700-800,50-75K
CS000558,2025-05-04 14:10:32,562,97574,13.51,3,24313,major_purchase,MORTGAGE,0,0,0,35.32,1,583,0.224362,VERY_HIGH,DECLINED,0,0,<600,75-100K
CS000559,2025-06-04 04:26:58,768,50822,27.74,1,32124,home_improvement,MORTGAGE,0,0,0,66.9,2,653,0.057099,HIGH,APPROVED,0,0,600-700,50-75K
CS000560,2025-02-06 11:41:18,714,180758,20.9,1,18571,credit_card,MORTGAGE,0,0,0,58.29,0,714,0.010369,LOW,APPROVED,0,0,700-800,100K+
CS000561,2025-04-07 00:51:02,771,49607,20.37,0,16659,debt_consolidation,RENT,1,7,58,69.27,1,694,0.017907,MEDIUM,DECLINED,0,0,600-700,<50K
CS000562,2025-05-14 21:00:29,707,136231,21.21,4,9382,home_improvement,RENT,0,0,0,40.62,1,684,0.0181,MEDIUM,APPROVED,0,0,600-700,100K+
CS000563,2025-05-07 20:29:17,647,46847,31.37,10,21926,debt_consolidation,MORTGAGE,0,0,0,44.94,1,598,0.177848,HIGH,APPROVED,0,0,<600,<50K
CS000564,2025-05-03 17:10:57,618,50251,15.36,6,54105,major_purchase,OTHER,2,9,36,33.75,4,569,0.247356,VERY_HIGH,DECLINED,0,0,<600,50-75K
CS000565,2025-03-08 17:14:39,721,85514,37.07,5,11745,credit_card,MORTGAGE,1,3,6,19.57,1,659,0.03024,MEDIUM,APPROVED,0,0,600-700,75-100K
CS000566,2025-03-17 16:37:59,691,71550,41.03,4,41055,major_purchase,MORTGAGE,1,5,47,0.0,0,671,0.030507,MEDIUM,APPROVED,0,0,600-700,50-75K
CS000567,2025-04-14 20:09:40,639,61997,23.64,10,31326,debt_consolidation,MORTGAGE,1,8,33,36.54,3,618,0.140911,HIGH,APPROVED,0,0,600-700,50-75K
CS000568,2025-03-22 01:08:22,688,58218,30.37,1,36535,credit_card,MORTGAGE,0,0,0,73.97,1,670,0.025183,MEDIUM,APPROVED,0,0,600-700,50-75K
CS000569,2025-04-29 18:58:22,657,80805,1.0,1,11240,home_improvement,RENT,0,0,0,31.44,2,673,0.034048,MEDIUM,APPROVED,0,0,600-700,75-100K
CS000570,2025-04-02 19:37:09,731,54979,14.34,1,54175,debt_consolidation,MORTGAGE,1,2,37,53.41,1,704,0.02438,MEDIUM,APPROVED,0,0,700-800,50-75K
CS000571,2025-05-11 10:15:07,668,162241,21.25,0,34607,home_improvement,MORTGAGE,0,0,0,34.11,1,669,0.038263,MEDIUM,APPROVED,0,0,600-700,100K+
CS000572,2025-01-12 22:20:06,623,99791,28.99,5,17605,credit_card,RENT,0,0,0,32.52,2,567,0.373896,VERY_HIGH,APPROVED,1,90,<600,75-100K
CS000573,2025-02-05 18:42:08,685,87885,22.93,2,10962,home_improvement,OWN,0,0,0,28.71,1,701,0.014367,LOW,APPROVED,0,0,700-800,75-100K
CS000574,2025-01-29 07:30:41,659,44877,21.44,3,15964,major_purchase,MORTGAGE,0,0,0,71.47,1,645,0.038258,MEDIUM,DECLINED,0,0,600-700,<50K
CS000575,2025-05-23 05:14:21,771,248025,21.25,9,28144,debt_consolidation,MORTGAGE,1,5,38,23.69,1,741,0.004738,LOW,APPROVED,0,0,700-800,100K+
CS000576,2025-01-07 02:28:50,664,79544,22.96,2,33473,debt_consolidation,MORTGAGE,3,5,23,37.98,2,578,0.279657,VERY_HIGH,DECLINED,0,0,<600,75-100K
CS000577,2025-01-30 07:41:21,616,50867,19.32,4,17366,debt_consolidation,MORTGAGE,1,3,33,48.89,2,551,0.363485,VERY_HIGH,DECLINED,0,0,<600,50-75K
CS000578,2025-03-20 04:40:26,685,45174,15.12,2,25320,debt_consolidation,MORTGAGE,0,0,0,43.4,0,715,0.010724,LOW,APPROVED,0,0,700-800,<50K
CS000579,2025-04-29 04:28:16,674,21804,17.15,10,16115,home_improvement,RENT,4,1,2,33.25,3,535,0.494009,VERY_HIGH,DECLINED,0,0,<600,<50K
CS000580,2025-03-23 14:12:10,702,50198,29.87,7,20284,debt_consolidation,MORTGAGE,2,5,31,47.28,0,639,0.086473,HIGH,APPROVED,0,0,600-700,50-75K
CS000581,2025-03-24 22:31:45,699,26637,19.0,3,8210,credit_card,RENT,1,2,39,11.82,2,670,0.033999,MEDIUM,APPROVED,0,0,600-700,<50K
CS000582,2025-05-31 17:47:11,630,33776,24.02,0,14535,major_purchase,MORTGAGE,0,0,0,90.75,0,592,0.219403,VERY_HIGH,APPROVED,0,0,<600,<50K
CS000583,2025-02-01 02:24:23,684,117640,22.95,15,18274,home_improvement,RENT,1,7,54,28.82,0,673,0.033894,MEDIUM,APPROVED,0,0,600-700,100K+
CS000584,2025-06-12 01:51:50,681,54892,18.17,2,16530,home_improvement,RENT,0,0,0,20.85,3,729,0.006977,LOW,APPROVED,0,0,700-800,50-75K
CS000585,2025-02-02 06:30:46,621,44064,37.0,2,31429,home_improvement,MORTGAGE,0,0,0,59.28,4,566,0.444269,VERY_HIGH,DECLINED,1,60,<600,<50K
CS000586,2025-03-19 16:38:18,655,136318,35.74,8,21554,credit_card,OWN,1,2,40,42.1,3,574,0.238998,VERY_HIGH,DECLINED,0,0,<600,100K+
CS000587,2025-01-30 01:10:43,697,47327,24.07,20,30151,debt_consolidation,MORTGAGE,0,0,0,25.12,1,679,0.021155,MEDIUM,APPROVED,0,0,600-700,<50K
CS000588,2025-06-07 08:03:03,598,159103,19.21,0,8942,debt_consolidation,OWN,1,4,6,62.59,2,557,0.396522,VERY_HIGH,DECLINED,0,0,<600,100K+
CS000589,2025-06-13 22:28:16,626,55997,16.26,6,19666,home_improvement,RENT,1,4,24,63.15,2,631,0.089381,HIGH,APPROVED,0,0,600-700,50-75K
CS000590,2025-04-14 05:12:34,659,75689,33.31,9,16447,other,RENT,1,3,36,26.16,2,596,0.14321,HIGH,DECLINED,0,0,<600,75-100K
CS000591,2025-01-24 07:15:07,680,53747,33.77,2,5059,debt_consolidation,MORTGAGE,1,6,40,38.17,1,598,0.226903,VERY_HIGH,APPROVED,0,0,<600,50-75K
CS000592,2025-03-26 23:36:43,713,49483,3.6,1,9342,debt_consolidation,MORTGAGE,0,0,0,38.52,2,733,0.006237,LOW,APPROVED,0,0,700-800,<50K
CS000593,2025-03-03 17:11:54,610,69981,22.5,11,8739,other,RENT,1,4,45,64.68,1,605,0.182401,HIGH,APPROVED,0,0,600-700,50-75K
CS000594,2025-03-26 07:28:01,700,118302,19.7,11,40715,credit_card,RENT,0,0,0,93.52,2,653,0.044158,MEDIUM,APPROVED,0,0,600-700,100K+
CS000595,2025-04-04 15:55:54,718,66749,21.82,2,7198,debt_consolidation,RENT,0,0,0,84.19,2,654,0.043571,MEDIUM,APPROVED,0,30,600-700,50-75K
CS000596,2025-04-29 21:34:59,769,40837,29.87,10,26067,debt_consolidation,MORTGAGE,0,0,0,38.5,3,728,0.00788,LOW,APPROVED,0,0,700-800,<50K
CS000597,2025-04-03 13:41:27,661,29211,33.02,11,27287,debt_consolidation,OWN,0,0,0,38.25,2,637,0.067477,HIGH,APPROVED,0,0,600-700,<50K
CS000598,2025-05-09 16:11:41,633,110289,33.77,2,14848,home_improvement,RENT,0,0,0,48.01,1,601,0.14852,HIGH,APPROVED,0,0,600-700,100K+
CS000599,2025-01-19 11:18:55,599,46389,24.01,5,50669,credit_card,OTHER,0,0,0,45.79,2,576,0.304854,VERY_HIGH,DECLINED,0,0,<600,<50K
CS000600,2025-06-26 14:09:35,714,39572,29.09,2,18266,home_improvement,RENT,2,3,41,63.97,0,650,0.06557,HIGH,APPROVED,0,0,600-700,<50K
CS000601,2025-02-05 22:45:44,754,79172,4.68,5,16015,debt_consolidation,OWN,0,0,0,17.62,1,777,0.001939,LOW,APPROVED,0,0,700-800,75-100K
CS000602,2025-05-06 02:22:26,646,79853,43.55,4,35152,other,OWN,2,4,56,64.49,1,574,0.322226,VERY_HIGH,DECLINED,0,0,<600,75-100K
CS000603,2025-06-21 10:20:14,708,84072,27.46,2,28868,credit_card,MORTGAGE,1,5,23,83.92,2,648,0.047332,HIGH,APPROVED,0,0,600-700,75-100K
CS000604,2025-04-29 17:04:13,732,48739,15.94,4,12728,other,MORTGAGE,1,6,44,71.98,1,670,0.036266,MEDIUM,APPROVED,0,0,600-700,<50K
CS000605,2025-05-12 11:52:19,737,27293,24.03,3,48797,major_purchase,RENT,0,0,0,55.73,0,645,0.049793,HIGH,DECLINED,0,0,600-700,<50K
CS000606,2025-01-26 12:14:16,663,82474,24.83,12,16222,debt_consolidation,RENT,0,0,0,53.18,1,647,0.063979,HIGH,APPROVED,0,0,600-700,75-100K
CS000607,2025-01-19 14:13:55,721,63017,23.39,6,4286,debt_consolidation,RENT,0,0,0,37.54,1,722,0.006698,LOW,APPROVED,0,0,700-800,50-75K
CS000608,2025-06-26 16:05:35,684,62599,11.29,0,38558,credit_card,MORTGAGE,1,2,20,11.42,0,683,0.025001,MEDIUM,APPROVED,0,0,600-700,50-75K
CS000609,2025-03-08 14:04:43,635,42678,33.08,9,31755,home_improvement,MORTGAGE,1,5,15,18.8,1,581,0.314145,VERY_HIGH,APPROVED,0,0,<600,<50K
CS000610,2025-01-20 18:27:35,702,81460,29.1,5,17170,home_improvement,OWN,1,5,19,28.02,2,694,0.018267,MEDIUM,APPROVED,0,0,600-700,75-100K
CS000611,2025-03-22 13:57:27,708,65710,27.85,3,26703,debt_consolidation,RENT,0,0,0,10.82,0,660,0.028017,MEDIUM,APPROVED,0,0,600-700,50-75K
CS000612,2025-06-15 10:06:15,635,72634,25.28,4,25144,major_purchase,MORTGAGE,0,0,0,53.43,1,626,0.134994,HIGH,APPROVED,0,0,600-700,50-75K
CS000613,2025-05-15 18:05:16,713,110992,11.36,1,23490,major_purchase,RENT,0,0,0,31.21,2,735,0.005226,LOW,APPROVED,0,0,700-800,100K+
CS000614,2025-01-22 16:46:06,798,57429,34.18,36,64490,credit_card,RENT,0,0,0,26.99,0,743,0.002843,LOW,APPROVED,0,0,700-800,50-75K
CS000615,2025-04-19 14:51:27,607,54695,13.33,8,18876,home_improvement,RENT,0,0,0,26.5,3,601,0.251851,VERY_HIGH,APPROVED,0,0,600-700,50-75K
CS000616,2025-02-04 13:54:07,728,55001,18.54,2,10189,home_improvement,MORTGAGE,0,0,0,15.2,2,729,0.006149,LOW,APPROVED,0,0,700-800,50-75K
CS000617,2025-01-07 10:20:31,739,30726,17.99,1,46765,debt_consolidation,RENT,3,1,41,57.28,1,634,0.09379,HIGH,APPROVED,0,0,600-700,<50K
CS000618,2025-03-04 08:48:22,692,53053,21.47,0,49369,credit_card,RENT,0,0,0,37.11,1,642,0.069438,HIGH,APPROVED,0,0,600-700,50-75K
CS000619,2025-01-05 16:06:06,707,97614,22.77,4,20964,other,RENT,1,3,11,65.77,2,664,0.06075,HIGH,APPROVED,0,0,600-700,75-100K
CS000620,2025-03-05 10:54:44,675,88834,22.0,6,4824,debt_consolidation,RENT,0,0,0,45.19,4,609,0.202961,VERY_HIGH,APPROVED,1,120,600-700,75-100K
CS000621,2025-05-08 22:34:07,764,48368,34.8,11,31933,other,RENT,0,0,0,46.94,2,641,0.043945,MEDIUM,APPROVED,0,0,600-700,<50K
CS000622,2025-01-12 01:24:22,637,35858,36.78,11,8508,other,MORTGAGE,1,2,31,19.49,0,593,0.221663,VERY_HIGH,APPROVED,0,0,<600,<50K
CS000623,2025-02-26 23:16:53,681,75770,15.34,8,22887,major_purchase,MORTGAGE,0,0,0,49.98,1,642,0.05061,HIGH,APPROVED,0,0,600-700,75-100K
CS000624,2025-02-07 20:35:52,582,62930,22.14,13,18258,home_improvement,MORTGAGE,0,0,0,52.73,3,531,0.557097,VERY_HIGH,DECLINED,0,0,<600,50-75K
CS000625,2025-05-22 14:01:52,706,66265,27.52,14,9741,debt_consolidation,MORTGAGE,1,5,16,46.66,1,642,0.062264,HIGH,APPROVED,0,0,600-700,50-75K
CS000626,2025-01-22 06:49:11,708,120029,18.8,17,13497,home_improvement,RENT,1,5,53,33.06,0,671,0.030182,MEDIUM,APPROVED,0,0,600-700,100K+
CS000627,2025-05-11 21:03:52,596,55872,29.13,1,6950,major_purchase,MORTGAGE,0,0,0,12.36,1,547,0.382313,VERY_HIGH,DECLINED,0,0,<600,50-75K
CS000628,2025-04-30 16:36:43,640,101749,20.64,2,20818,home_improvement,MORTGAGE,0,0,0,62.64,2,645,0.070764,HIGH,DECLINED,0,0,600-700,100K+
CS000629,2025-06-10 23:13:55,713,70673,15.35,1,8129,home_improvement,MORTGAGE,0,0,0,45.74,0,746,0.005606,LOW,APPROVED,0,0,700-800,50-75K
CS000630,2025-01-25 17:50:48,660,90246,39.81,11,19512,major_purchase,MORTGAGE,2,4,50,57.35,2,610,0.16817,HIGH,APPROVED,1,150,600-700,75-100K
CS000631,2025-06-25 11:17:23,620,44877,31.03,16,47887,major_purchase,RENT,0,0,0,43.05,1,587,0.328318,VERY_HIGH,APPROVED,0,0,<600,<50K
CS000632,2025-01-25 06:07:05,549,59663,32.27,4,45378,debt_consolidation,MORTGAGE,0,0,0,48.72,3,511,0.67526,VERY_HIGH,DECLINED,0,0,<600,50-75K
CS000633,2025-03-31 06:44:49,705,70675,33.71,2,15072,credit_card,OTHER,0,0,0,56.22,3,644,0.050414,HIGH,APPROVED,0,0,600-700,50-75K
CS000634,2025-01-24 23:32:47,792,57496,31.88,2,12909,home_improvement,MORTGAGE,2,4,12,44.66,2,675,0.029558,MEDIUM,DECLINED,0,0,600-700,50-75K
CS000635,2025-06-23 04:39:39,661,63513,32.45,12,7734,debt_consolidation,RENT,1,2,36,84.18,0,571,0.189013,VERY_HIGH,DECLINED,0,0,<600,50-75K
CS000636,2025-04-10 02:22:46,709,54219,29.49,3,84240,credit_card,RENT,0,0,0,51.55,1,614,0.121321,HIGH,APPROVED,0,0,600-700,50-75K
CS000637,2025-01-17 16:53:35,709,138391,32.0,8,10643,home_improvement,MORTGAGE,0,0,0,21.26,2,648,0.041358,MEDIUM,APPROVED,0,0,600-700,100K+
CS000638,2025-03-02 20:15:19,681,22460,27.41,1,31137,other,RENT,0,0,0,96.49,0,583,0.197431,VERY_HIGH,DECLINED,0,0,<600,<50K
CS000639,2025-03-03 20:37:06,691,88438,22.92,1,20903,major_purchase,RENT,1,5,13,27.96,0,645,0.043713,MEDIUM,APPROVED,0,0,600-700,75-100K
CS000640,2025-05-17 05:16:50,692,64462,33.3,1,54588,credit_card,OWN,0,0,0,58.98,0,656,0.033872,MEDIUM,APPROVED,0,0,600-700,50-75K
CS000641,2025-02-27 23:55:08,637,36960,31.3,0,42400,debt_consolidation,OWN,0,0,0,33.6,3,620,0.115899,HIGH,APPROVED,0,0,600-700,<50K
CS000642,2025-05-07 05:18:59,823,46428,17.8,2,12799,other,RENT,1,5,48,13.83,0,794,0.000819,LOW,APPROVED,0,0,700-800,<50K
CS000643,2025-01-17 12:40:03,835,31430,12.74,11,23677,debt_consolidation,RENT,0,0,0,82.19,3,745,0.003555,LOW,APPROVED,0,0,700-800,<50K
CS000644,2025-04-04 08:14:12,702,80868,29.41,4,38518,other,RENT,0,0,0,68.31,2,677,0.027007,MEDIUM,APPROVED,0,0,600-700,75-100K
CS000645,2025-03-10 09:27:39,784,86039,17.67,6,25839,other,RENT,0,0,0,72.28,2,747,0.004032,LOW,APPROVED,0,0,700-800,75-100K
CS000646,2025-02-02 17:18:07,640,74639,30.72,3,42122,debt_consolidation,MORTGAGE,0,0,0,57.55,0,595,0.250056,VERY_HIGH,APPROVED,0,0,<600,50-75K
CS000647,2025-01-31 19:42:00,673,129688,40.89,4,6459,major_purchase,MORTGAGE,0,0,0,63.79,2,614,0.126195,HIGH,DECLINED,0,0,600-700,100K+
CS000648,2025-04-27 16:02:41,748,28962,28.49,6,26617,home_improvement,RENT,0,0,0,51.27,1,727,0.012266,LOW,APPROVED,0,0,700-800,<50K
CS000649,2025-06-17 22:12:38,622,34645,15.94,8,23860,debt_consolidation,RENT,1,7,31,39.67,1,653,0.060769,HIGH,APPROVED,0,0,600-700,<50K
CS000650,2025-03-14 16:22:29,614,50563,24.17,7,33602,home_improvement,MORTGAGE,0,0,0,21.41,1,605,0.121343,HIGH,APPROVED,0,0,600-700,50-75K
