application_id,application_time,credit_score,annual_income,debt_to_income,employment_length,loan_amount,loan_purpose,home_ownership,number_of_delinquent_accounts,delinquent_months,months_since_last_delinquent,revolving_utilization,inquiries_last_6m,model_score,probability_of_default,risk_rating,application_status,actual_default,past_due_days,score_band,income_band
APP00017,46:27.6,782,40795,36.30144,7,10112,major_pur,MORTGAG,16,0,0,24.18051,0,574,0.053831,LOW,APPROVED,0,0,<600,<50K
APP00017,46:27.6,701,92610,15.93916,5,57368,major_pur,RENT,5,0,24,16.39316,0,571,0.153735,VERY_HIG,APPROVED,0,0,<600,75-100K
APP00017,46:27.6,845,65622,9.801246,3,19402,home_imp,RENT,6,0,0,24.38448,0,632,0.048638,MEDIUM,APPROVED,0,0,600-700,50-75K
APP00017,46:27.6,673,178957,32.58744,15,21550,debt_cons,MORTGAG,14,0,0,45.10693,3,566,0.009745,MEDIUM,APPROVED,0,30,<600,100K+
APP00018,46:27.6,850,39968,30.65108,5,10439,credit_car,RENT,8,0,0,12.42082,1,639,0.010062,HIGH,APPROVED,0,60,600-700,<50K
APP00018,46:27.6,762,39345,7.671218,3,15450,other,RENT,8,1,0,22.62212,0,540,0.148847,LOW,APPROVED,0,30,<600,<50K
APP00018,46:27.6,614,44369,47.28621,7,10852,major_pur,OTHER,5,0,0,33.65029,1,725,0.060875,LOW,DECLINED,0,0,700-800,<50K
APP00018,46:27.6,592,20703,31.57011,2,19180,credit_car,RENT,9,0,36,60.62577,0,744,0.09464,LOW,DECLINED,0,0,700-800,<50K
APP00018,46:27.6,748,46033,20.63096,5,86626,other,RENT,10,1,1,13.60284,3,579,0.017384,LOW,APPROVED,0,30,<600,<50K
APP00018,46:27.6,677,40963,3.867294,10,7350,major_pur,MORTGAG,11,0,0,21.87545,1,573,0.153073,LOW,DECLINED,0,90,<600,<50K
APP00018,46:27.6,771,64550,41.6867,3,6058,major_pur,RENT,7,1,0,47.50764,3,667,0.062958,HIGH,APPROVED,0,0,600-700,50-75K
APP00018,46:27.6,747,71031,30.52641,2,71463,other,MORTGAG,9,0,0,36.25936,0,776,0.073935,LOW,DECLINED,0,50,700-800,50-75K
APP00018,46:27.6,692,152983,36.04095,15,18630,major_pur,OTHER,9,0,48,49.71127,1,798,0.074685,MEDIUM,APPROVED,0,60,700-800,100K+
APP00018,46:27.6,615,96298,31.96524,15,12896,debt_cons,MORTGAG,12,0,6,16.582,0,509,0.048885,MEDIUM,APPROVED,0,60,600-700,75-100K
APP00019,46:27.6,548,44871,6.039203,1,50610,debt_cons,MORTGAG,16,1,0,39.97772,0,750,0.125096,LOW,APPROVED,0,60,700-800,<50K
APP00019,46:27.6,655,38207,21.76756,3,13568,credit_car,RENT,10,0,36,41.4216,1,643,0.065908,HIGH,DECLINED,0,90,600-700,<50K
APP00019,46:27.6,785,76569,42.3391,7,94921,major_pur,RENT,5,1,48,17.90184,1,645,0.119801,HIGH,APPROVED,0,120,600-700,75-100K
APP00019,46:27.6,721,30942,8.57536,1,37886,debt_cons,MORTGAG,13,0,0,72.70377,0,700,0.030776,VERY_HIG,APPROVED,0,120,600-700,<50K
APP00019,46:27.6,575,149601,24.11421,1,14908,home_imp,MORTGAG,5,0,48,53.70584,0,601,0.062973,HIGH,DECLINED,0,60,600-700,100K+
APP00019,46:27.6,717,107982,10.68214,0,100000,major_pur,MORTGAG,17,0,12,16.91629,4,759,0.082522,LOW,APPROVED,0,60,700-800,100K+
APP00019,46:27.6,738,47354,39.39974,5,13567,home_imp,RENT,12,0,48,58.11821,0,792,0.017819,HIGH,APPROVED,0,60,700-800,<50K
APP00019,46:27.6,611,25423,25.57226,3,39881,home_imp,RENT,15,0,36,19.76405,0,716,0.117595,MEDIUM,APPROVED,0,0,700-800,<50K
APP00019,46:27.6,715,117822,38.40811,1,27985,debt_cons,RENT,13,0,36,5.762754,1,465,0.153845,HIGH,APPROVED,0,120,<600,100K+
APP00019,46:27.6,705,56541,36.30144,0,62404,major_pur,MORTGAG,8,0,48,43.32594,0,627,0.070984,LOW,APPROVED,0,90,600-700,50-75K
